"V2" "V1" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "Name" "POP"
"1856" "4461875850-R02C02.russian-genome" "4461875850-R02C02" 0.00432144 -0.0042961 -0.0128055 -0.00468429 -0.00231394 0.00181451 -0.01015 0.00354561 0.00667312 0.0113494 -0.00201078 0.00103192 0.00294012 0.00470447 -0.00610483 0.00513227 0.007935 -0.00149191 0.00472709 0.00516273 "4461875850-R02C02" "Tatars"
"1857" "4461875851-R01C01.russian-genome" "4461875851-R01C01" 0.00428108 -0.00440372 -0.0103162 -0.0072566 -0.000764418 0.00572422 -0.00263118 0.0055254 0.00923681 0.0105987 0.00603607 0.000774888 0.00145635 0.0022643 0.000662553 -0.00450021 -0.00268642 0.00520626 -0.000360577 0.00395327 "4461875851-R01C01" "Tatars"
"1858" "4461875851-R01C02.russian-genome" "4461875851-R01C02" 0.00476307 -0.00338832 -0.0118733 -0.00260048 -0.00328016 -0.00272118 -0.000726469 -0.00506537 0.00798452 0.00189761 0.00203166 0.00536927 -0.000673501 0.0050135 0.000637804 -0.00969055 0.005887 -7.75019e-05 0.0026456 0.0050218 "4461875851-R01C02" "Tatars"
"1859" "4461875851-R02C01.russian-genome" "4461875851-R02C01" 0.0038588 -0.00495454 -0.0116707 -0.00813468 -0.000148388 0.000741289 -0.0121095 0.00320093 0.0117361 0.0124668 -0.00547243 -0.0010459 0.00127255 0.00207953 -0.00674281 0.00669146 0.00826191 0.00479473 -0.00531239 0.00387506 "4461875851-R02C01" "Tatars"
"1860" "4461875851-R02C02.russian-genome" "4461875851-R02C02" 0.00460894 -0.00295345 -0.011041 -0.00695144 -0.00287644 -0.000771886 -0.00699014 0.00150645 0.0156523 0.00479623 0.00134612 0.00764262 0.00315363 0.0104348 0.0090785 -0.0060746 0.00262814 0.00495138 -0.00628646 -0.000299873 "4461875851-R02C02" "Tatars"
"1861" "4461875861-R02C02.russian-genome" "4461875861-R02C02" 0.00432283 -0.00381647 -0.0095152 -0.00788605 -0.00256428 -0.00369258 -0.00157058 0.00396083 0.011392 0.00699595 -0.00208381 -0.00134959 0.00731799 0.00545158 0.00986466 -0.00350409 -0.00180866 -0.000365968 -0.00503992 -0.00123991 "4461875861-R02C02" "Tatars"
"1862" "4461875862-R01C01.russian-genome" "4461875862-R01C01" 0.0056346 -0.0021381 -0.0126175 -0.00501182 0.000685902 -0.0033509 -0.00356837 0.00197457 0.0159212 -0.000996372 0.00230068 0.00267888 0.00185282 0.00522679 0.00331319 -0.00250968 -0.00365854 0.00437234 0.00666244 -0.00336316 "4461875862-R01C01" "Tatars"
"1863" "4461875862-R01C02.russian-genome" "4461875862-R01C02" 0.00288484 -0.00620146 -0.0099534 -0.00794576 -0.00163986 0.00363092 -0.00278027 0.0127974 0.00791037 0.0202666 -0.00229563 0.00660055 0.00358813 0.00646476 0.00483382 0.00043098 -0.00759297 0.00980482 -0.00665016 0.00638903 "4461875862-R01C02" "Tatars"
"1864" "4461875862-R02C01.russian-genome" "4461875862-R02C01" 0.00558046 0.000102693 0.000535014 -0.00797853 -0.000775569 -0.00111636 -0.0088015 0.00264056 0.00755162 0.00246559 0.00144271 -0.00478141 -0.00125582 -0.00060824 0.00175693 0.00173109 -0.00612475 0.00229956 0.000762766 -0.00628858 "4461875862-R02C01" "Tatars"
"1865" "4461875862-R02C02.russian-genome" "4461875862-R02C02" 0.00807618 0.0060267 0.0220336 -0.0245058 0.00668191 -0.00576226 0.013399 -0.0189297 -0.00811682 0.00646612 0.0103478 0.0169247 0.000606477 0.00828795 -0.0042145 -0.00414666 0.00340807 0.0118849 -0.00806517 0.000387954 "4461875862-R02C02" "Tatars"
"1866" "4461875871-R01C01.russian-genome" "4461875871-R01C01" 0.00570196 0.00153651 0.0137369 -0.0169445 0.00222594 -0.0102153 0.0107688 -0.00445824 -0.00311257 0.00558561 0.000849232 0.00380799 0.0108162 0.00539037 -0.00129165 -0.00303011 0.000121284 -0.00343187 -0.0031934 0.00256516 "4461875871-R01C01" "Karachays"
"1867" "4461875871-R02C01.russian-genome" "4461875871-R02C01" 0.00676271 0.00171925 0.0113897 -0.0190099 0.00437653 -0.00865723 0.0115041 -0.00598461 -0.00248374 -0.00311489 0.00670125 0.00660491 0.0167753 0.000197282 -0.00275572 0.00208353 0.00396557 -0.00456878 0.000292842 -0.00126175 "4461875871-R02C01" "Karachays"
"1868" "4461875872-R01C01.russian-genome" "4461875872-R01C01" 0.00569746 0.00150849 0.0117962 -0.0191213 0.00363584 -0.0125373 0.0133171 -0.0127426 -0.00679775 -0.0013589 0.0125505 0.0104589 0.0138129 0.000502479 -0.000391985 0.00449516 -0.00315153 -0.0133368 -0.00275909 -0.00327146 "4461875872-R01C01" "Karachays"
"1869" "4461875872-R01C02.russian-genome" "4461875872-R01C02" 0.00731634 0.00243809 0.0125039 -0.0184101 0.00298233 -0.00707298 0.0104912 -0.0107928 0.000365037 0.00533575 0.00879511 0.0116477 0.00979824 0.00164252 0.00373285 -0.00225514 -0.00364577 -0.00135317 0.00720277 4.70456e-05 "4461875872-R01C02" "Karachays"
"1870" "4461875876-R01C01.russian-genome" "4461875876-R01C01" 0.00719923 0.000339757 -0.0136406 -0.0038361 -0.00543501 -0.00491615 -0.0100045 0.00138856 0.0184973 -0.00692752 0.00271382 -0.00262697 -0.00180382 0.00555212 0.000775796 0.00254251 -0.00313457 -0.00525712 0.000469374 -0.00539636 "4461875876-R01C01" "Tatars"
"1871" "4461875876-R02C02.russian-genome" "4461875876-R02C02" 0.0043636 -0.00353372 -0.0113477 -0.00619382 -7.42823e-05 -0.000128074 -0.00592428 0.0044771 0.00576491 0.00677164 -0.0048792 -0.00437549 -0.000164923 0.00618868 -0.0106305 0.0129235 -0.000769357 0.000150092 -0.00375187 -0.00706646 "4461875876-R02C02" "Tatars"
"1872" "4461875881-R01C01.russian-genome" "4461875881-R01C01" 0.00571764 -0.00250939 -0.0135578 -0.0040221 -0.00308044 -0.00507305 -0.00576233 0.0011679 0.00837619 0.00136593 -0.00335687 0.000603166 0.00757221 0.0091179 0.004814 -0.00633438 -0.0101323 -0.00184876 -0.00597943 -0.0055853 "4461875881-R01C01" "Tatars"
"1873" "4475687192-R01C01.russian-genome" "4475687192-R01C01" 0.00643086 0.00200493 0.0115095 -0.0227547 0.00763016 -0.00797397 0.0134141 -0.00667673 -0.00324027 0.00223708 0.0071072 0.0146887 0.0188279 -0.00495225 -0.0187633 0.0212423 0.00248417 -0.00914648 0.00174588 -0.00560823 "4475687192-R01C01" "Karachays"
"1874" "4475687192-R02C02.russian-genome" "4475687192-R02C02" 0.00669021 0.00243372 0.0111348 -0.0158323 0.00489264 -0.00953169 0.0159492 -0.0127331 0.00352587 0.00178033 0.00170597 0.00818965 0.0145852 0.0116242 -0.000532139 0.00039974 0.0052036 0.000430159 0.000324346 0.00281464 "4475687192-R02C02" "Karachays"
"1875" "4475687243-R01C01.russian-genome" "4475687243-R01C01" 0.00694163 0.0019156 0.0117322 -0.0193903 0.00408961 -0.0078084 0.0167881 -0.00432574 0.00234954 0.00192835 0.00170415 0.0108324 0.00181457 0.00921457 -0.00146693 -0.00213323 0.00646095 0.00260649 0.00162942 0.005136 "4475687243-R01C01" "Karachays"
"1876" "4475687243-R01C02.russian-genome" "4475687243-R01C02" 0.00684696 0.00253611 0.0142116 -0.0189966 0.00483113 -0.00888872 0.010583 -0.00472751 -2.62308e-05 -0.000396952 0.00568952 0.00770376 0.00492958 0.00448797 0.000882762 0.00401284 0.00178255 -0.00720251 0.00845562 0.00550234 "4475687243-R01C02" "Karachays"
"1877" "4475687243-R02C02.russian-genome" "4475687243-R02C02" -0.000942421 -0.00974409 0.0091444 -0.00713047 -0.00240073 -0.00982957 0.00507386 -0.00294133 0.00253656 -0.000240146 0.00672694 0.00343994 0.00761299 -0.000718818 0.00112326 -5.80661e-05 -0.00528073 0.00255502 0.00902397 0.00333163 "4475687243-R02C02" "Karachays"
"1878" "4475687244-R01C01.russian-genome" "4475687244-R01C01" 0.00692971 0.00238538 0.013703 -0.0222528 0.00683661 -0.00901343 0.0147767 -0.0119421 -0.00527515 -0.0024921 0.0113484 0.00788256 0.0160762 -0.0091486 -0.00277436 0.0078999 -0.00290725 -0.00138763 0.000939452 0.00223788 "4475687244-R01C01" "Karachays"
"1879" "4475687244-R02C02.russian-genome" "4475687244-R02C02" 0.00619401 0.00297998 0.0135483 -0.0116941 0.00360939 -0.00793977 0.00697792 -0.0107804 0.00140115 7.38967e-05 0.00612703 0.0105264 0.00515881 0.00148772 -0.00167953 -0.00349425 0.00258714 -0.000356331 -0.000767634 0.00321058 "4475687244-R02C02" "Karachays"
"1880" "4475687245-R01C01.russian-genome" "4475687245-R01C01" 0.00596961 0.00179167 0.012545 -0.0206947 0.00470585 -0.00891759 0.00913027 -0.0109996 -0.00115633 0.00295538 0.00710354 0.0074436 0.0102711 0.00244662 -0.015433 0.00878556 0.00517382 0.000945217 -0.000785523 -0.00467878 "4475687245-R01C01" "Karachays"
"1881" "4475687245-R01C02.russian-genome" "4475687245-R01C02" 0.006724 0.00301829 0.0144219 -0.0190916 0.00526187 -0.00790195 0.0105915 -0.0142769 -0.0015209 0.00113979 0.0112554 0.0126833 0.00728429 0.00744639 -0.000463071 -0.00582414 0.00334004 0.00593731 0.0111565 0.00293879 "4475687245-R01C02" "Karachays"
"1882" "4475687245-R02C01.russian-genome" "4475687245-R02C01" 0.00601654 0.00200325 0.0126462 -0.0179108 0.00610145 -0.0105003 0.00902782 -0.0107524 -0.00289489 -0.00591054 0.00514769 0.00925587 0.00911906 0.00324073 0.00513996 0.000559982 0.002457 -0.00220501 0.00437523 0.000257854 "4475687245-R02C01" "Karachays"
"1883" "4475687276-R01C01.russian-genome" "4475687276-R01C01" 0.00660507 0.00246408 0.0149483 -0.0196961 0.00344372 -0.00821851 0.0152206 -0.0134416 -0.00307493 0.0029835 0.00398918 0.0107268 0.00816296 0.00543085 0.00177048 -0.00202432 0.00215303 0.0060813 5.8869e-05 -0.000321508 "4475687276-R01C01" "Karachays"
"1884" "4475687276-R02C02.russian-genome" "4475687276-R02C02" 0.00661176 0.0021497 0.0139571 -0.0179516 0.0073086 -0.00682838 0.016224 -0.00622611 -0.00227572 -0.00238652 0.00743493 0.0122856 0.00926886 -0.00260914 4.19544e-05 0.00590149 -0.00832534 -0.00332461 0.0034521 -0.000779093 "4475687276-R02C02" "Karachays"
"1885" "4475687277-R01C01.russian-genome" "4475687277-R01C01" 0.00782505 0.00463851 0.0185903 -0.0243746 0.00440521 -0.00924839 0.015471 -0.0212577 -0.00611994 0.00199091 0.0158597 0.0129239 0.00904705 0.0052828 -0.0022323 0.0110714 -0.00815596 -0.00331369 -0.00570897 0.000289811 "4475687277-R01C01" "Abkhazians"
"1886" "4475687277-R01C02.russian-genome" "4475687277-R01C02" 0.00772578 0.00485744 0.0187882 -0.0204489 0.00574305 -0.00817471 0.0155489 -0.0146354 -0.0010049 -1.30683e-06 0.00862255 0.0125792 0.0116895 0.00486284 0.000340663 -0.00257874 -0.00112741 -0.00238338 -0.00393726 0.00359638 "4475687277-R01C02" "Abkhazians"
"1887" "4475687277-R02C01.russian-genome" "4475687277-R02C01" 0.00800783 0.00481576 0.0199748 -0.0235566 0.00495454 -0.00699371 0.014925 -0.0159305 -0.00263797 0.00575782 0.00778278 0.00873966 0.00439081 0.00849343 -0.0216317 0.00932599 0.00593324 -0.00486589 0.00799177 0.00554286 "4475687277-R02C01" "Abkhazians"
"1888" "4475687297-R01C02.russian-genome" "4475687297-R01C02" 0.00786081 0.00572465 0.0195395 -0.0247976 0.00593118 -0.00917748 0.0132591 -0.0193734 0.00108151 -0.00459002 0.0119087 0.0143779 0.00808633 0.00362209 -0.00304743 0.00636714 0.00838772 -0.00575317 0.00185715 0.00211286 "4475687297-R01C02" "Abkhazians"
"1889" "4475687297-R02C01.russian-genome" "4475687297-R02C01" 0.00816405 0.00621703 0.0196373 -0.0212762 0.00596048 -0.00589332 0.0132452 -0.0200896 0.00076807 0.00491788 0.00871929 0.0147283 0.00672323 0.00695163 -0.00203831 -0.00133773 0.000571867 -0.00227981 0.00284374 0.00866943 "4475687297-R02C01" "Abkhazians"
"1890" "4475687297-R02C02.russian-genome" "4475687297-R02C02" 0.00840203 0.00575086 0.0212564 -0.0275572 0.00612521 -0.00796154 0.0138001 -0.022873 -0.00977173 0.0103268 0.0156194 0.0278726 0.0109635 0.0184392 -0.0267765 0.00898714 0.0177019 0.0183906 0.0123707 0.0163367 "4475687297-R02C02" "Abkhazians"
"1891" "4475687349-R02C02.russian-genome" "4475687349-R02C02" 0.00733716 0.00476572 0.0193912 -0.024015 0.00579395 -0.00720563 0.0108586 -0.0189766 -0.00916507 0.00505143 0.0116282 0.0142166 0.00641364 -0.00787004 -0.00525934 0.0105364 -0.00153005 -0.00139992 -0.00304044 -0.00448894 "4475687349-R02C02" "Abkhazians"
"1892" "4475687350-R01C02.russian-genome" "4475687350-R01C02" 0.0076879 0.00497864 0.0194715 -0.0212392 0.00518724 -0.00309275 0.014867 -0.0152829 -0.00717453 0.00451965 0.0116434 0.0137856 0.0044167 -0.0010489 -0.00281658 -0.0062519 0.00229107 0.0028962 -0.00198205 0.00849765 "4475687350-R01C02" "Abkhazians"
"1893" "4475687350-R02C02.russian-genome" "4475687350-R02C02" 0.00813921 0.00543961 0.0200462 -0.0210119 0.00577936 -0.00779913 0.016951 -0.0159862 -0.00256301 0.00443048 0.0116843 0.0139013 0.0116956 0.00265274 0.000513076 -0.000831587 0.00130396 -0.00210553 -0.00644619 -0.000280496 "4475687350-R02C02" "Abkhazians"
"1894" "4475687351-R02C02.russian-genome" "4475687351-R02C02" 0.00727045 0.00568367 0.0211504 -0.027411 0.00780621 -0.00688487 0.0205978 -0.0371318 -0.0112646 0.0156116 0.038458 0.0733443 0.00881703 0.0392672 -0.13349 0.0977146 0.0760256 0.0349757 0.113473 0.0198105 "4475687351-R02C02" "Abkhazians"
"1895" "4475687460-R01C01.russian-genome" "4475687460-R01C01" 0.00713525 0.0045143 0.0198408 -0.0239658 0.00730971 -0.0107856 0.00946389 -0.0161084 0.000117249 -0.00572829 0.0134454 0.0164302 -0.00206379 0.00258898 -0.000689777 0.00428139 -0.00945359 -0.00049738 0.00503647 0.00358991 "4475687460-R01C01" "Abkhazians"
"1896" "4475687460-R01C02.russian-genome" "4475687460-R01C02" 0.00856352 0.00590853 0.0191227 -0.0271758 0.00676052 -0.0111802 0.0320546 -0.0391612 -0.0163731 -0.00105373 0.0590889 0.0743089 0.0868767 -0.0399885 -0.00687194 0.0552453 0.049086 -0.149245 -0.0472076 0.204988 "4475687460-R01C02" "Abkhazians"
"1897" "4475687460-R02C01.russian-genome" "4475687460-R02C01" 0.00753324 0.00507247 0.019963 -0.0218742 0.00713884 -0.00703683 0.0164943 -0.0190206 -0.00281857 0.00529581 0.0123892 0.020674 0.00379101 0.00620198 -0.0229354 0.00792349 0.00864327 0.00114619 0.00870408 0.0155526 "4475687460-R02C01" "Abkhazians"
"1898" "4475687460-R02C02.russian-genome" "4475687460-R02C02" 0.00841583 0.00416088 0.010746 -0.0202373 0.00289656 -0.00958885 0.0058933 -0.0186508 0.00587615 0.00295481 0.00718891 0.00524943 0.0106724 0.00905436 -0.0152091 0.00912117 0.0157864 0.00472927 -0.00312048 -0.00487135 "4475687460-R02C02" "Abkhazians"
"1899" "4475687462-R01C01.russian-genome" "4475687462-R01C01" 0.00780715 0.00471837 0.0185478 -0.0206868 0.00442765 -0.0079014 0.0148037 -0.0149339 -0.00324004 -0.000295412 0.00994561 0.0102657 0.0130235 0.00540193 -0.000293845 0.00328723 0.00723094 -0.00224772 -0.0112109 0.00367395 "4475687462-R01C01" "Abkhazians"
"1900" "4475687462-R01C02.russian-genome" "4475687462-R01C02" 0.00787579 0.00476695 0.0188653 -0.0210715 0.00253946 -0.00667506 0.0150613 -0.0163358 -0.00581678 0.00239322 0.0157375 0.016122 0.00878996 -0.0116424 0.00115068 0.00585092 -0.0109111 -0.0067263 -0.0061068 -0.00551726 "4475687462-R01C02" "Abkhazians"
"1901" "4475687462-R02C01.russian-genome" "4475687462-R02C01" 0.00849771 0.00556195 0.0185132 -0.0213447 0.00379633 -0.0087848 0.0151329 -0.0212558 0.00095588 0.00492767 0.00981726 0.0168073 0.0101761 0.00641656 0.00176166 0.00928575 0.0003572 -0.0082781 -0.00394 0.00904389 "4475687462-R02C01" "Abkhazians"
"1902" "4475687462-R02C02.russian-genome" "4475687462-R02C02" 0.00793137 0.00489167 0.0182634 -0.0207867 0.010186 -0.0108596 0.0126855 -0.0173607 0.000958104 0.0012068 0.010563 0.0135313 0.00485437 0.00563858 0.00155809 -0.00457369 0.0056266 -0.00304318 -0.00580466 0.000592426 "4475687462-R02C02" "Abkhazians"
"1903" "448.inner-eurasia" "DAG" 0.00772443 0.00320949 0.00919751 -0.0293879 0.00922775 -0.00724867 0.00939814 0.0103231 -0.00321 -0.00922304 -0.0206293 -0.0273789 0.0137379 -0.000493642 0.00502469 -0.0161132 -0.00132428 -0.00102903 2.77355e-05 -0.00126993 "DAG" "Avars"
"1904" "4481622748-R01C01.russian-genome" "4481622748-R01C01" -0.00527465 -0.0198632 -0.0138186 -0.0211491 0.0100773 0.0585936 0.0120091 0.0383121 -0.00499491 0.0446197 0.023384 0.00357961 -0.00829052 -0.00618505 -0.0127826 0.00617577 0.0272187 -0.00218128 0.00261711 -0.0165904 "4481622748-R01C01" "Siberia"
"1905" "4481622748-R01C02.russian-genome" "4481622748-R01C02" -0.00671379 -0.022337 -0.0115314 -0.0221873 0.011894 0.06488 0.0120545 0.0305788 -0.00474421 0.0450443 0.0226727 0.0152947 -0.00884915 -0.0108345 -0.0103279 0.00905216 0.0217725 -0.00820843 0.00350296 -0.0190817 "4481622748-R01C02" "Siberia"
"1906" "4481622748-R02C01.russian-genome" "4481622748-R02C01" -0.00544298 -0.0205913 -0.0142758 -0.0233223 0.0106636 0.0634183 0.00934364 0.034412 -0.00976986 0.0499466 0.0158663 0.0135701 -0.0114208 -0.00459671 -0.0182333 0.0040968 0.0225358 -0.0148847 -0.00688194 -0.0168386 "4481622748-R02C01" "Siberia"
"1907" "4481622748-R02C02.russian-genome" "4481622748-R02C02" -0.00548732 -0.0203932 -0.0127635 -0.0234588 0.0107907 0.0613552 0.0117868 0.0339482 -0.00413806 0.046457 0.0244381 0.00359348 -0.0121324 -0.00490339 -0.0158209 0.00600696 0.0217536 -0.00118765 -0.00258093 -0.0205426 "4481622748-R02C02" "Siberia"
"1908" "4481622749-R01C01.russian-genome" "4481622749-R01C01" -0.00521563 -0.0202195 -0.014903 -0.0255931 0.0115983 0.0607363 0.0122389 0.0327178 -0.0045248 0.0480541 0.0215531 0.0146963 -0.0123067 -0.00858486 -0.00463393 0.000406828 0.0198966 -0.0111471 0.000731359 -0.0124328 "4481622749-R01C01" "Siberia"
"1909" "4481622749-R01C02.russian-genome" "4481622749-R01C02" -0.00723442 -0.0229881 -0.011537 -0.019036 0.00898041 0.0640769 0.012959 0.0175507 -0.00489898 0.0325045 0.00693277 0.00991285 -0.0123385 0.000172826 -0.0192126 0.00726817 0.0334956 -0.00409246 0.0089294 -0.0235905 "4481622749-R01C02" "Siberia"
"1910" "4481622749-R02C01.russian-genome" "4481622749-R02C01" -0.00563381 -0.0212329 -0.0146611 -0.0253151 0.00959437 0.0598303 0.0131616 0.0284922 -0.00817552 0.0481204 0.0186892 0.0149794 -0.0128356 -0.0185536 -0.0138164 -0.00118667 0.0180442 -0.0133041 0.00194914 -0.0139896 "4481622749-R02C01" "Siberia"
"1911" "4481622749-R02C02.russian-genome" "4481622749-R02C02" -0.00563169 -0.0206047 -0.0123343 -0.0227245 0.00997428 0.0599933 0.0111274 0.0303182 -0.010951 0.0409636 0.0158561 0.0055973 -0.0107701 -0.00446592 -0.026392 0.018768 0.0270529 -0.00580057 -0.000633139 -0.0148722 "4481622749-R02C02" "Siberia"
"1912" "4481622750-R01C01.russian-genome" "4481622750-R01C01" -0.00534567 -0.020275 -0.0140765 -0.0217373 0.0126946 0.0592701 0.0131132 0.0286064 -0.00698309 0.0428046 0.0233729 0.0188716 -0.0104052 -0.0112963 -0.00331885 0.00112208 0.0166056 -0.0100705 -0.00142155 -0.0151009 "4481622750-R01C01" "Siberia"
"1913" "4481622750-R02C01.russian-genome" "4481622750-R02C01" -0.00540083 -0.0209616 -0.016142 -0.0248087 0.0103779 0.0658472 0.00842275 0.03127 -0.0113414 0.0495948 0.0198646 0.0102689 -0.0104418 -0.0147496 -0.0338928 0.0224267 0.0325193 -0.0139328 0.00124125 -0.0235577 "4481622750-R02C01" "Siberia"
"1914" "4481622750-R02C02.russian-genome" "4481622750-R02C02" -0.00480822 -0.0189243 -0.0136233 -0.0239265 0.00982194 0.0527079 0.00865993 0.0307544 -0.000754341 0.0364966 0.0226616 0.0126052 -0.00696346 -0.00950896 0.00270005 -0.00444103 0.00880317 -0.0059073 -0.00274294 -0.0131588 "4481622750-R02C02" "Siberia"
"1915" "4481622751-R01C01.russian-genome" "4481622751-R01C01" -0.00614453 -0.0214953 -0.0142187 -0.0244121 0.0108346 0.0659543 0.0120217 0.0301469 -0.00908104 0.0457578 0.0162932 0.00705966 -0.0205972 -0.00107002 -0.0284294 0.0171946 0.0383566 -0.00583886 0.0045497 -0.0159926 "4481622751-R01C01" "Siberia"
"1916" "4481622751-R01C02.russian-genome" "4481622751-R01C02" -0.00526796 -0.0204053 -0.0142529 -0.0241509 0.0105862 0.0588988 0.00808158 0.0284536 -0.00421348 0.0434866 0.0198697 0.0130498 -0.00157772 -0.00932554 0.00307162 -0.00614272 0.0140704 -0.0114735 -0.00408644 -0.0159521 "4481622751-R01C02" "Siberia"
"1917" "4481622751-R02C01.russian-genome" "4481622751-R02C01" -0.00531618 -0.0197887 -0.0144371 -0.0203633 0.00923049 0.0603517 0.0100851 0.031178 -0.00975611 0.047949 0.00412136 0.0132235 -0.0113517 -0.00528896 -0.0295914 0.0114081 0.0316935 -0.00263675 -0.00310244 -0.0197342 "4481622751-R02C01" "Siberia"
"1918" "4481622751-R02C02.russian-genome" "4481622751-R02C02" -0.0067183 -0.0220567 -0.0122307 -0.0176053 0.0121415 0.0546495 0.0120948 0.0246769 -0.00493026 0.0156749 0.0210893 0.00660503 -0.00393771 -0.0151366 0.00144369 0.00589347 0.00498967 -0.00910768 -0.00187942 -0.0151841 "4481622751-R02C02" "Siberia"
"1919" "4481622759-R01C01.russian-genome" "4481622759-R01C01" -0.00574395 -0.0215622 -0.01421 -0.0246911 0.0119933 0.0641963 0.0109622 0.0283178 -0.00524967 0.044726 0.0181358 0.00906334 -0.0119953 -0.00825955 -0.0110483 0.00603733 0.0239344 -0.00245584 0.00314167 -0.019666 "4481622759-R01C01" "Siberia"
"1920" "4481622761-R02C01.russian-genome" "4481622761-R02C01" -0.00630321 -0.0215494 -0.0133639 -0.0235051 0.00949586 0.0653877 0.00730915 0.0313321 -0.0118894 0.0516131 0.0209074 0.0136447 -0.0107654 -0.0121974 -0.0179478 0.00705643 0.02754 -0.0150974 -0.00187792 -0.0216641 "4481622761-R02C01" "Siberia"
"1921" "4481622761-R02C02.russian-genome" "4481622761-R02C02" -0.00587925 -0.0211345 -0.0138564 -0.0204775 0.00698401 0.064652 0.0100412 0.0314887 -0.00746578 0.0449063 0.0196414 0.00765153 -0.0121268 -0.00468405 -0.0330184 0.0137924 0.03256 -0.0107871 -0.000616271 -0.0180114 "4481622761-R02C02" "Siberia"
"1922" "4481622776-R01C01.russian-genome" "4481622776-R01C01" -0.00523359 -0.020292 -0.0140745 -0.0225412 0.00823391 0.0587149 0.0128781 0.0317003 -0.00921047 0.0398524 0.0262602 0.00544649 -0.0166586 -0.00839714 -0.00953849 -0.000213656 0.0179203 -0.00639784 0.00545431 -0.0140885 "4481622776-R01C01" "Siberia"
"1923" "4481622776-R02C01.russian-genome" "4481622776-R02C01" -0.00520768 -0.0194953 -0.0140867 -0.0214136 0.00794455 0.057477 0.0129977 0.0329485 -0.00617916 0.0395158 0.0220323 0.0103436 -0.00931461 -0.0156193 0.000339731 -0.00314665 0.0197276 -0.0180124 0.0041629 -0.0200612 "4481622776-R02C01" "Siberia"
"1924" "4481622776-R02C02.russian-genome" "4481622776-R02C02" 4.07916e-06 -0.0113354 -0.0141336 -0.0148513 0.00171204 0.0359872 0.0021569 0.0163877 0.00454447 0.0355361 0.00862821 0.00439963 5.0697e-05 0.00175083 -0.00945935 -0.00233938 0.0188311 -0.0105779 -0.0077381 -0.0113544 "4481622776-R02C02" "Siberia"
"1925" "4481622799-R01C02.russian-genome" "4481622799-R01C02" -0.000995676 -0.0137284 -0.0159254 -0.0163867 0.00573532 0.0436285 0.00173985 0.0193274 -0.0137054 0.0395236 0.00317319 0.00836124 -0.00583321 -0.00273385 -0.022282 0.0181956 0.0193152 -0.00836327 -0.00229848 -0.0103454 "4481622799-R01C02" "Siberia"
"1926" "4481622799-R02C01.russian-genome" "4481622799-R02C01" -0.00530103 -0.0206283 -0.0124663 -0.0224176 0.00977479 0.063438 0.0102482 0.0303066 -0.00890644 0.0408351 0.00915696 -0.00045118 -0.0101799 -0.00206137 -0.0290446 0.00680902 0.0356872 -0.00538725 -0.00862552 -0.0165078 "4481622799-R02C01" "Siberia"
"1927" "4481622799-R02C02.russian-genome" "4481622799-R02C02" -0.0139623 -0.0297893 0.00476619 0.00593093 -0.00629621 0.000858737 0.00402605 -0.00901225 0.00359364 -0.0124474 0.00105899 0.00593118 -0.00703976 0.00387001 0.00713138 -0.000273698 0.000484386 -0.00223841 0.0129625 -0.00223117 "4481622799-R02C02" "Tuvans"
"1928" "4481622800-R01C01.russian-genome" "4481622800-R01C01" -0.0131257 -0.0290369 0.00518457 0.00610774 -0.00759254 0.00308082 0.00681697 -0.0069447 0.00402907 -0.0136728 0.00622969 0.00420572 -0.00218034 -0.000522152 0.00592871 -0.00563453 -0.00476558 0.00551336 0.0104854 -0.00265091 "4481622800-R01C01" "Tuvans"
"1929" "4481622800-R01C02.russian-genome" "4481622800-R01C02" -0.0122849 -0.0278714 0.00354143 0.00419393 -0.00413372 0.00359201 0.00663322 -0.00893776 0.000940019 -0.0123719 -0.0088617 0.00159992 -0.00408026 0.00307557 -0.00514787 0.00311226 0.00603112 -0.00298999 0.0125836 -0.00911846 "4481622800-R01C02" "Tuvans"
"1930" "4481622800-R02C01.russian-genome" "4481622800-R02C01" -0.0128724 -0.0285969 0.00434164 0.00534248 -0.00459177 0.00367906 0.00655315 -0.00575957 0.00257319 -0.0169614 0.000847885 0.00837648 -0.00194444 -0.00880801 0.0039646 0.00154826 -0.000557603 -0.00629679 0.00718725 -0.00460803 "4481622800-R02C01" "Tuvans"
"1931" "4481622800-R02C02.russian-genome" "4481622800-R02C02" -0.0118893 -0.026243 0.00315551 0.00515843 -0.00842859 -0.000107319 0.00557843 -0.000432775 0.00263805 -0.0121033 0.00310585 0.00650787 -0.00335513 -0.00172306 0.00505554 -0.00385634 -0.00490429 0.00467555 0.009661 -0.00322957 "4481622800-R02C02" "Tuvans"
"1932" "4481622805-R01C02.russian-genome" "4481622805-R01C02" -0.0127905 -0.0281318 0.00279116 0.00472279 -0.0055841 0.00342496 0.00684569 -0.00904319 -0.00229756 -0.0159891 -0.0051416 -0.00211987 -0.00287734 -0.000108838 -0.000802564 0.000996031 -0.00165581 -0.00388342 0.0125303 -0.01081 "4481622805-R01C02" "Tuvans"
