ID	ID1	ID2	POP
HGDP01401_HGDP01401.hgdp	HGDP01401	HGDP01401.hgdp	Circassians
HGDP01402_HGDP01402.hgdp	HGDP01402	HGDP01402.hgdp	Circassians
HGDP01403_HGDP01403.hgdp	HGDP01403	HGDP01403.hgdp	Circassians
HGDP01404_HGDP01404.hgdp	HGDP01404	HGDP01404.hgdp	Circassians
Kab_16.inner-eurasia	Kab	16.inner-eurasia	Circassians
KCHE_1337.inner-eurasia	KCHE	1337.inner-eurasia	Circassians
Kab_22.inner-eurasia	Kab	22.inner-eurasia	Circassians
Adg_185.inner-eurasia	Adg	185.inner-eurasia	Circassians
Adg_192.inner-eurasia	Adg	192.inner-eurasia	Circassians
Adg_194.inner-eurasia	Adg	194.inner-eurasia	Circassians
Adg_222.inner-eurasia	Adg	222.inner-eurasia	Circassians
Adg_224.inner-eurasia	Adg	224.inner-eurasia	Circassians
Kab_26.inner-eurasia	Kab	26.inner-eurasia	Circassians
Kab_30.inner-eurasia	Kab	30.inner-eurasia	Circassians
Kab_24.inner-eurasia	Kab	24.inner-eurasia	Circassians
HGDP01399_HGDP01399.hgdp	HGDP01399	HGDP01399.hgdp	Circassians
HGDP01398_HGDP01398.hgdp	HGDP01398	HGDP01398.hgdp	Circassians
HGDP01397_HGDP01397.hgdp	HGDP01397	HGDP01397.hgdp	Circassians
HGDP01381_HGDP01381.hgdp	HGDP01381	HGDP01381.hgdp	Circassians
HGDP01382_HGDP01382.hgdp	HGDP01382	HGDP01382.hgdp	Circassians
KCHE_1444.inner-eurasia	KCHE	1444.inner-eurasia	Circassians
KCHE_1436.inner-eurasia	KCHE	1436.inner-eurasia	Circassians
HGDP01383_HGDP01383.hgdp	HGDP01383	HGDP01383.hgdp	Circassians
KCHE_1526.inner-eurasia	KCHE	1526.inner-eurasia	Circassians
KCHE_1527.inner-eurasia	KCHE	1527.inner-eurasia	Circassians
KCHE_1530.inner-eurasia	KCHE	1530.inner-eurasia	Circassians
Kab_5.inner-eurasia	Kab	5.inner-eurasia	Circassians
Kab_10.inner-eurasia	Kab	10.inner-eurasia	Circassians
Kab_13.inner-eurasia	Kab	13.inner-eurasia	Circassians
HGDP01384_HGDP01384.hgdp	HGDP01384	HGDP01384.hgdp	Circassians
HGDP01385_HGDP01385.hgdp	HGDP01385	HGDP01385.hgdp	Circassians
HGDP01386_HGDP01386.hgdp	HGDP01386	HGDP01386.hgdp	Circassians
HGDP01387_HGDP01387.hgdp	HGDP01387	HGDP01387.hgdp	Circassians
HGDP01388_HGDP01388.hgdp	HGDP01388	HGDP01388.hgdp	Circassians
HGDP01396_HGDP01396.hgdp	HGDP01396	HGDP01396.hgdp	Circassians
LPGH_139.inner-eurasia	LPGH	139.inner-eurasia	Circassians
KCHE_1497.inner-eurasia	KCHE	1497.inner-eurasia	Circassians
KCHE_1491.inner-eurasia	KCHE	1491.inner-eurasia	Circassians
YY_18.inner-eurasia	YY	18.inner-eurasia	Circassians
YY_2.inner-eurasia	YY	2.inner-eurasia	Circassians
Shap_225.inner-eurasia	Shap	225.inner-eurasia	Circassians
Shap_156.inner-eurasia	Shap	156.inner-eurasia	Circassians
Shap_55.inner-eurasia	Shap	55.inner-eurasia	Circassians
lpgh_303.inner-eurasia	lpgh	303.inner-eurasia	Circassians
Adg_238.inner-eurasia	Adg	238.inner-eurasia	Circassians
YY_36.inner-eurasia	YY	36.inner-eurasia	Circassians
Croatia-Cro198_Croatia-Cro198.khazar	Croatia-Cro198	Croatia-Cro198.khazar	Croats
Croatia-Cro302_Croatia-Cro302.khazar	Croatia-Cro302	Croatia-Cro302.khazar	Croats
Croatia-Cro312_Croatia-Cro312.khazar	Croatia-Cro312	Croatia-Cro312.khazar	Croats
Croatia-Cro344_Croatia-Cro344.khazar	Croatia-Cro344	Croatia-Cro344.khazar	Croats
Croatia-Cro432_Croatia-Cro432.khazar	Croatia-Cro432	Croatia-Cro432.khazar	Croats
CRO93_CRO93.lazaridis-2014	CRO93	CRO93.lazaridis-2014	Croats
CRO48_CRO48.lazaridis-2014	CRO48	CRO48.lazaridis-2014	Croats
CRO53_CRO53.lazaridis-2014	CRO53	CRO53.lazaridis-2014	Croats
Croatia-Cro142_Croatia-Cro142.khazar	Croatia-Cro142	Croatia-Cro142.khazar	Croats
CRO47_CRO47.lazaridis-2014	CRO47	CRO47.lazaridis-2014	Croats
CRO41_CRO41.lazaridis-2014	CRO41	CRO41.lazaridis-2014	Croats
CRO31_CRO31.lazaridis-2014	CRO31	CRO31.lazaridis-2014	Croats
CRO153_CRO153.lazaridis-2014	CRO153	CRO153.lazaridis-2014	Croats
CRO66_CRO66.lazaridis-2014	CRO66	CRO66.lazaridis-2014	Croats
Croatia-Cro141_Croatia-Cro141.khazar	Croatia-Cro141	Croatia-Cro141.khazar	Croats
Croatia-Cro43_Croatia-Cro43.khazar	Croatia-Cro43	Croatia-Cro43.khazar	Croats
Croatia-Cro133_Croatia-Cro133.khazar	Croatia-Cro133	Croatia-Cro133.khazar	Croats
Croatia-Cro53_Croatia-Cro53.khazar	Croatia-Cro53	Croatia-Cro53.khazar	Croats
Croatia-Cro26_Croatia-Cro26.khazar	Croatia-Cro26	Croatia-Cro26.khazar	Croats
Croatia-B-H20H_Croatia-B-H20H.khazar	Croatia-B-H20H	Croatia-B-H20H.khazar	Croats
croatia-B-H19_croatia-B-H19.khazar	croatia-B-H19	croatia-B-H19.khazar	Croats
croatia-B-H12_croatia-B-H12.khazar	croatia-B-H12	croatia-B-H12.khazar	Croats
Croatia-B-H8H_Croatia-B-H8H.khazar	Croatia-B-H8H	Croatia-B-H8H.khazar	Croats
croatia-B-H6_croatia-B-H6.khazar	croatia-B-H6	croatia-B-H6.khazar	Croats
Croatia-B-H1H_Croatia-B-H1H.khazar	Croatia-B-H1H	Croatia-B-H1H.khazar	Croats
croatia-B-H1_croatia-B-H1.khazar	croatia-B-H1	croatia-B-H1.khazar	Croats
croatBHCHZ13-1m_croatBHCHZ13-1m.khazar	croatBHCHZ13-1m	croatBHCHZ13-1m.khazar	Croats
croatBHCHZ11-1m_croatBHCHZ11-1m.khazar	croatBHCHZ11-1m	croatBHCHZ11-1m.khazar	Croats
croatBHCB16-1m_croatBHCB16-1m.khazar	croatBHCB16-1m	croatBHCB16-1m.khazar	Croats
croatBHCB12-1m_croatBHCB12-1m.khazar	croatBHCB12-1m	croatBHCB12-1m.khazar	Croats
Croatia-Cro140_Croatia-Cro140.khazar	Croatia-Cro140	Croatia-Cro140.khazar	Croats
CRO107_CRO107.lazaridis-2014	CRO107	CRO107.lazaridis-2014	Croats
Croatia-Cro305_Croatia-Cro305.khazar	Croatia-Cro305	Croatia-Cro305.khazar	Croats
CRO103_CRO103.lazaridis-2014	CRO103	CRO103.lazaridis-2014	Croats
NA15724_NA15724.lazaridis-2014	NA15724	NA15724.lazaridis-2014	Czechs
NA15726_NA15726.lazaridis-2014	NA15726	NA15726.lazaridis-2014	Czechs
NA15727_NA15727.lazaridis-2014	NA15727	NA15727.lazaridis-2014	Czechs
NA15728_NA15728.lazaridis-2014	NA15728	NA15728.lazaridis-2014	Czechs
NA15730_NA15730.lazaridis-2014	NA15730	NA15730.lazaridis-2014	Czechs
NA15725_NA15725.lazaridis-2014	NA15725	NA15725.lazaridis-2014	Czechs
NA15731_NA15731.lazaridis-2014	NA15731	NA15731.lazaridis-2014	Czechs
NA15729_NA15729.lazaridis-2014	NA15729	NA15729.lazaridis-2014	Czechs
NA15733_NA15733.lazaridis-2014	NA15733	NA15733.lazaridis-2014	Czechs
NA15732_NA15732.lazaridis-2014	NA15732	NA15732.lazaridis-2014	Czechs
DAG06_830.inner-eurasia	DAG06	830.inner-eurasia	Dargins
DAG06_826.inner-eurasia	DAG06	826.inner-eurasia	Dargins
DAG06_260.inner-eurasia	DAG06	260.inner-eurasia	Dargins
DAG06_261.inner-eurasia	DAG06	261.inner-eurasia	Dargins
DAG06_262.inner-eurasia	DAG06	262.inner-eurasia	Dargins
DAG_205.inner-eurasia	DAG	205.inner-eurasia	Dargins
DAG_200.inner-eurasia	DAG	200.inner-eurasia	Dargins
DAG06_786.inner-eurasia	DAG06	786.inner-eurasia	Dargins
DAG06_578.inner-eurasia	DAG06	578.inner-eurasia	Dargins
DAG_350.inner-eurasia	DAG	350.inner-eurasia	Dargins
DAG_180.inner-eurasia	DAG	180.inner-eurasia	Dargins
DAG_231.inner-eurasia	DAG	231.inner-eurasia	Dargins
DAG_213.inner-eurasia	DAG	213.inner-eurasia	Dargins
DAG_211.inner-eurasia	DAG	211.inner-eurasia	Dargins
DAG_210.inner-eurasia	DAG	210.inner-eurasia	Dargins
DAG_232.inner-eurasia	DAG	232.inner-eurasia	Dargins
DAG_146.inner-eurasia	DAG	146.inner-eurasia	Dargins
DAG06_824.inner-eurasia	DAG06	824.inner-eurasia	Dargins
DAG_225.inner-eurasia	DAG	225.inner-eurasia	Dargins
DAG_165.inner-eurasia	DAG	165.inner-eurasia	Dargins
DAG_206.inner-eurasia	DAG	206.inner-eurasia	Dargins
DAG_161.inner-eurasia	DAG	161.inner-eurasia	Dargins
HG00109_HG00109.1kg	HG00109	HG00109.1kg	English
HG00154_HG00154.1kg	HG00154	HG00154.1kg	English
HG00160_HG00160.1kg	HG00160	HG00160.1kg	English
HG00108_HG00108.1kg	HG00108	HG00108.1kg	English
HG00157_HG00157.1kg	HG00157	HG00157.1kg	English
HG00107_HG00107.1kg	HG00107	HG00107.1kg	English
HG00114_HG00114.1kg	HG00114	HG00114.1kg	English
HG00105_HG00105.1kg	HG00105	HG00105.1kg	English
HG00103_HG00103.1kg	HG00103	HG00103.1kg	English
HG00159_HG00159.1kg	HG00159	HG00159.1kg	English
HG00158_HG00158.1kg	HG00158	HG00158.1kg	English
HG00231_HG00231.lazaridis-2014	HG00231	HG00231.lazaridis-2014	English
HG00096_HG00096.1kg	HG00096	HG00096.1kg	English
HG00232_HG00232.lazaridis-2014	HG00232	HG00232.lazaridis-2014	English
HG00233_HG00233.lazaridis-2014	HG00233	HG00233.lazaridis-2014	English
HG00234_HG00234.lazaridis-2014	HG00234	HG00234.lazaridis-2014	English
HG00112_HG00112.1kg	HG00112	HG00112.1kg	English
HG00111_HG00111.1kg	HG00111	HG00111.1kg	English
HG00110_HG00110.1kg	HG00110	HG00110.1kg	English
HG00113_HG00113.1kg	HG00113	HG00113.1kg	English
HG00106_HG00106.1kg	HG00106	HG00106.1kg	English
HG00151_HG00151.1kg	HG00151	HG00151.1kg	English
HG00116_HG00116.1kg	HG00116	HG00116.1kg	English
HG00097_HG00097.1kg	HG00097	HG00097.1kg	English
HG00099_HG00099.1kg	HG00099	HG00099.1kg	English
HG00100_HG00100.1kg	HG00100	HG00100.1kg	English
HG00101_HG00101.1kg	HG00101	HG00101.1kg	English
HG00102_HG00102.1kg	HG00102	HG00102.1kg	English
HG00126_HG00126.lazaridis-2014	HG00126	HG00126.lazaridis-2014	English
HG00128_HG00128.lazaridis-2014	HG00128	HG00128.lazaridis-2014	English
HG00129_HG00129.lazaridis-2014	HG00129	HG00129.lazaridis-2014	English
HG00130_HG00130.lazaridis-2014	HG00130	HG00130.lazaridis-2014	English
HG00131_HG00131.lazaridis-2014	HG00131	HG00131.lazaridis-2014	English
HG00115_HG00115.1kg	HG00115	HG00115.1kg	English
HG00160_HG00160.lazaridis-2014	HG00160	HG00160.lazaridis-2014	English
HG00126_HG00126.1kg	HG00126	HG00126.1kg	English
HG00125_HG00125.1kg	HG00125	HG00125.1kg	English
HG00123_HG00123.1kg	HG00123	HG00123.1kg	English
HG00122_HG00122.1kg	HG00122	HG00122.1kg	English
HG00121_HG00121.1kg	HG00121	HG00121.1kg	English
HG00120_HG00120.1kg	HG00120	HG00120.1kg	English
HG00119_HG00119.1kg	HG00119	HG00119.1kg	English
HG00232_HG00232.1kg	HG00232	HG00232.1kg	English
HG00118_HG00118.1kg	HG00118	HG00118.1kg	English
HG00117_HG00117.1kg	HG00117	HG00117.1kg	English
HG00127_HG00127.1kg	HG00127	HG00127.1kg	English
HG00233_HG00233.1kg	HG00233	HG00233.1kg	English
HG00231_HG00231.1kg	HG00231	HG00231.1kg	English
HG00235_HG00235.1kg	HG00235	HG00235.1kg	English
HG00250_HG00250.1kg	HG00250	HG00250.1kg	English
HG00251_HG00251.1kg	HG00251	HG00251.1kg	English
HG00252_HG00252.1kg	HG00252	HG00252.1kg	English
HG00253_HG00253.1kg	HG00253	HG00253.1kg	English
HG00254_HG00254.1kg	HG00254	HG00254.1kg	English
HG00255_HG00255.1kg	HG00255	HG00255.1kg	English
HG00256_HG00256.1kg	HG00256	HG00256.1kg	English
HG00257_HG00257.1kg	HG00257	HG00257.1kg	English
HG00234_HG00234.1kg	HG00234	HG00234.1kg	English
HG00259_HG00259.1kg	HG00259	HG00259.1kg	English
HG00260_HG00260.1kg	HG00260	HG00260.1kg	English
HG00261_HG00261.1kg	HG00261	HG00261.1kg	English
HG00262_HG00262.1kg	HG00262	HG00262.1kg	English
HG00263_HG00263.1kg	HG00263	HG00263.1kg	English
HG00264_HG00264.1kg	HG00264	HG00264.1kg	English
HG00265_HG00265.1kg	HG00265	HG00265.1kg	English
HG01334_HG01334.1kg	HG01334	HG01334.1kg	English
HG01789_HG01789.1kg	HG01789	HG01789.1kg	English
HG01790_HG01790.1kg	HG01790	HG01790.1kg	English
HG01791_HG01791.1kg	HG01791	HG01791.1kg	English
HG00145_HG00145.1kg	HG00145	HG00145.1kg	English
HG00146_HG00146.1kg	HG00146	HG00146.1kg	English
HG00148_HG00148.1kg	HG00148	HG00148.1kg	English
HG02215_HG02215.1kg	HG02215	HG02215.1kg	English
HG00155_HG00155.1kg	HG00155	HG00155.1kg	English
HG00149_HG00149.1kg	HG00149	HG00149.1kg	English
HG00150_HG00150.1kg	HG00150	HG00150.1kg	English
HG00246_HG00246.1kg	HG00246	HG00246.1kg	English
HG00143_HG00143.1kg	HG00143	HG00143.1kg	English
HG00258_HG00258.1kg	HG00258	HG00258.1kg	English
HG00141_HG00141.1kg	HG00141	HG00141.1kg	English
HG00236_HG00236.1kg	HG00236	HG00236.1kg	English
HG00237_HG00237.1kg	HG00237	HG00237.1kg	English
HG00142_HG00142.1kg	HG00142	HG00142.1kg	English
HG00239_HG00239.1kg	HG00239	HG00239.1kg	English
HG00240_HG00240.1kg	HG00240	HG00240.1kg	English
HG00242_HG00242.1kg	HG00242	HG00242.1kg	English
HG00243_HG00243.1kg	HG00243	HG00243.1kg	English
HG00244_HG00244.1kg	HG00244	HG00244.1kg	English
HG00245_HG00245.1kg	HG00245	HG00245.1kg	English
HG00128_HG00128.1kg	HG00128	HG00128.1kg	English
HG00129_HG00129.1kg	HG00129	HG00129.1kg	English
HG00130_HG00130.1kg	HG00130	HG00130.1kg	English
HG00131_HG00131.1kg	HG00131	HG00131.1kg	English
HG00132_HG00132.1kg	HG00132	HG00132.1kg	English
HG00238_HG00238.1kg	HG00238	HG00238.1kg	English
HG00136_HG00136.1kg	HG00136	HG00136.1kg	English
HG00137_HG00137.1kg	HG00137	HG00137.1kg	English
HG00140_HG00140.1kg	HG00140	HG00140.1kg	English
HG00139_HG00139.1kg	HG00139	HG00139.1kg	English
HG00138_HG00138.1kg	HG00138	HG00138.1kg	English
HG00133_HG00133.1kg	HG00133	HG00133.1kg	English
HG03370_HG03370.1kg	HG03370	HG03370.1kg	Esan
HG03367_HG03367.1kg	HG03367	HG03367.1kg	Esan
HG03366_HG03366.1kg	HG03366	HG03366.1kg	Esan
HG03363_HG03363.1kg	HG03363	HG03363.1kg	Esan
HG03354_HG03354.1kg	HG03354	HG03354.1kg	Esan
HG03352_HG03352.1kg	HG03352	HG03352.1kg	Esan
HG03343_HG03343.1kg	HG03343	HG03343.1kg	Esan
HG03342_HG03342.1kg	HG03342	HG03342.1kg	Esan
HG03313_HG03313.1kg	HG03313	HG03313.1kg	Esan
HG03311_HG03311.1kg	HG03311	HG03311.1kg	Esan
HG03304_HG03304.1kg	HG03304	HG03304.1kg	Esan
HG03303_HG03303.1kg	HG03303	HG03303.1kg	Esan
HG03301_HG03301.1kg	HG03301	HG03301.1kg	Esan
HG03351_HG03351.1kg	HG03351	HG03351.1kg	Esan
HG03372_HG03372.1kg	HG03372	HG03372.1kg	Esan
HG03511_HG03511.1kg	HG03511	HG03511.1kg	Esan
HG03514_HG03514.1kg	HG03514	HG03514.1kg	Esan
HG03109_HG03109.lazaridis-2014	HG03109	HG03109.lazaridis-2014	Esan
HG03108_HG03108.lazaridis-2014	HG03108	HG03108.lazaridis-2014	Esan
HG03100_HG03100.lazaridis-2014	HG03100	HG03100.lazaridis-2014	Esan
HG03099_HG03099.lazaridis-2014	HG03099	HG03099.lazaridis-2014	Esan
HG02974_HG02974.lazaridis-2014	HG02974	HG02974.lazaridis-2014	Esan
HG02943_HG02943.lazaridis-2014	HG02943	HG02943.lazaridis-2014	Esan
HG03499_HG03499.1kg	HG03499	HG03499.1kg	Esan
HG02923_HG02923.lazaridis-2014	HG02923	HG02923.lazaridis-2014	Esan
HG03300_HG03300.1kg	HG03300	HG03300.1kg	Esan
HG03521_HG03521.1kg	HG03521	HG03521.1kg	Esan
HG03520_HG03520.1kg	HG03520	HG03520.1kg	Esan
HG03518_HG03518.1kg	HG03518	HG03518.1kg	Esan
HG03517_HG03517.1kg	HG03517	HG03517.1kg	Esan
HG03515_HG03515.1kg	HG03515	HG03515.1kg	Esan
HG02922_HG02922.lazaridis-2014	HG02922	HG02922.lazaridis-2014	Esan
HG03298_HG03298.1kg	HG03298	HG03298.1kg	Esan
HG03369_HG03369.1kg	HG03369	HG03369.1kg	Esan
HG03295_HG03295.1kg	HG03295	HG03295.1kg	Esan
HG03103_HG03103.1kg	HG03103	HG03103.1kg	Esan
HG03105_HG03105.1kg	HG03105	HG03105.1kg	Esan
HG03108_HG03108.1kg	HG03108	HG03108.1kg	Esan
HG03109_HG03109.1kg	HG03109	HG03109.1kg	Esan
HG03111_HG03111.1kg	HG03111	HG03111.1kg	Esan
HG03112_HG03112.1kg	HG03112	HG03112.1kg	Esan
HG03114_HG03114.1kg	HG03114	HG03114.1kg	Esan
HG03100_HG03100.1kg	HG03100	HG03100.1kg	Esan
HG03115_HG03115.1kg	HG03115	HG03115.1kg	Esan
HG03118_HG03118.1kg	HG03118	HG03118.1kg	Esan
HG03120_HG03120.1kg	HG03120	HG03120.1kg	Esan
HG03121_HG03121.1kg	HG03121	HG03121.1kg	Esan
HG03297_HG03297.1kg	HG03297	HG03297.1kg	Esan
HG03124_HG03124.1kg	HG03124	HG03124.1kg	Esan
HG03126_HG03126.1kg	HG03126	HG03126.1kg	Esan
HG03127_HG03127.1kg	HG03127	HG03127.1kg	Esan
HG03117_HG03117.1kg	HG03117	HG03117.1kg	Esan
HG03099_HG03099.1kg	HG03099	HG03099.1kg	Esan
HG02981_HG02981.1kg	HG02981	HG02981.1kg	Esan
HG02979_HG02979.1kg	HG02979	HG02979.1kg	Esan
HG02922_HG02922.1kg	HG02922	HG02922.1kg	Esan
HG02923_HG02923.1kg	HG02923	HG02923.1kg	Esan
HG02938_HG02938.1kg	HG02938	HG02938.1kg	Esan
HG02941_HG02941.1kg	HG02941	HG02941.1kg	Esan
HG02943_HG02943.1kg	HG02943	HG02943.1kg	Esan
HG02944_HG02944.1kg	HG02944	HG02944.1kg	Esan
HG02946_HG02946.1kg	HG02946	HG02946.1kg	Esan
HG02947_HG02947.1kg	HG02947	HG02947.1kg	Esan
HG02952_HG02952.1kg	HG02952	HG02952.1kg	Esan
HG02953_HG02953.1kg	HG02953	HG02953.1kg	Esan
HG02968_HG02968.1kg	HG02968	HG02968.1kg	Esan
HG02970_HG02970.1kg	HG02970	HG02970.1kg	Esan
HG02971_HG02971.1kg	HG02971	HG02971.1kg	Esan
HG02973_HG02973.1kg	HG02973	HG02973.1kg	Esan
HG02974_HG02974.1kg	HG02974	HG02974.1kg	Esan
HG02976_HG02976.1kg	HG02976	HG02976.1kg	Esan
HG02977_HG02977.1kg	HG02977	HG02977.1kg	Esan
HG03129_HG03129.1kg	HG03129	HG03129.1kg	Esan
HG03130_HG03130.1kg	HG03130	HG03130.1kg	Esan
HG03123_HG03123.1kg	HG03123	HG03123.1kg	Esan
HG03195_HG03195.1kg	HG03195	HG03195.1kg	Esan
HG03175_HG03175.1kg	HG03175	HG03175.1kg	Esan
HG03189_HG03189.1kg	HG03189	HG03189.1kg	Esan
HG03190_HG03190.1kg	HG03190	HG03190.1kg	Esan
HG03193_HG03193.1kg	HG03193	HG03193.1kg	Esan
HG03196_HG03196.1kg	HG03196	HG03196.1kg	Esan
HG03198_HG03198.1kg	HG03198	HG03198.1kg	Esan
HG03199_HG03199.1kg	HG03199	HG03199.1kg	Esan
HG03202_HG03202.1kg	HG03202	HG03202.1kg	Esan
HG03265_HG03265.1kg	HG03265	HG03265.1kg	Esan
HG03267_HG03267.1kg	HG03267	HG03267.1kg	Esan
HG03268_HG03268.1kg	HG03268	HG03268.1kg	Esan
HG03270_HG03270.1kg	HG03270	HG03270.1kg	Esan
HG03271_HG03271.1kg	HG03271	HG03271.1kg	Esan
HG03279_HG03279.1kg	HG03279	HG03279.1kg	Esan
HG03280_HG03280.1kg	HG03280	HG03280.1kg	Esan
HG03291_HG03291.1kg	HG03291	HG03291.1kg	Esan
HG03294_HG03294.1kg	HG03294	HG03294.1kg	Esan
HG03172_HG03172.1kg	HG03172	HG03172.1kg	Esan
HG03168_HG03168.1kg	HG03168	HG03168.1kg	Esan
HG03169_HG03169.1kg	HG03169	HG03169.1kg	Esan
HG03133_HG03133.1kg	HG03133	HG03133.1kg	Esan
HG03163_HG03163.1kg	HG03163	HG03163.1kg	Esan
HG03162_HG03162.1kg	HG03162	HG03162.1kg	Esan
HG03160_HG03160.1kg	HG03160	HG03160.1kg	Esan
HG03159_HG03159.1kg	HG03159	HG03159.1kg	Esan
HG03157_HG03157.1kg	HG03157	HG03157.1kg	Esan
HG03139_HG03139.1kg	HG03139	HG03139.1kg	Esan
HG03136_HG03136.1kg	HG03136	HG03136.1kg	Esan
HG03135_HG03135.1kg	HG03135	HG03135.1kg	Esan
HG03166_HG03166.1kg	HG03166	HG03166.1kg	Esan
HG03132_HG03132.1kg	HG03132	HG03132.1kg	Esan
ee149_ee149.malta	ee149	ee149.malta	Estonians
ee147_ee147.malta	ee147	ee147.malta	Estonians
ee144_ee144.malta	ee144	ee144.malta	Estonians
ee140_ee140.malta	ee140	ee140.malta	Estonians
ee105_ee105.malta	ee105	ee105.malta	Estonians
ee136_ee136.malta	ee136	ee136.malta	Estonians
ee114_ee114.malta	ee114	ee114.malta	Estonians
ee111_ee111.malta	ee111	ee111.malta	Estonians
ee108_ee108.malta	ee108	ee108.malta	Estonians
ee14_ee14.malta	ee14	ee14.malta	Estonians
ee1_ee1.malta	ee1	ee1.malta	Estonians
Est397_Est397.lazaridis-2014	Est397	Est397.lazaridis-2014	Estonians
a39_a39.malta	a39	a39.malta	Estonians
Est394_Est394.lazaridis-2014	Est394	Est394.lazaridis-2014	Estonians
Est358_Est358.lazaridis-2014	Est358	Est358.lazaridis-2014	Estonians
Est372_Est372.lazaridis-2014	Est372	Est372.lazaridis-2014	Estonians
Est375_Est375.lazaridis-2014	Est375	Est375.lazaridis-2014	Estonians
Est377_Est377.lazaridis-2014	Est377	Est377.lazaridis-2014	Estonians
Est380_Est380.lazaridis-2014	Est380	Est380.lazaridis-2014	Estonians
Est391_Est391.lazaridis-2014	Est391	Est391.lazaridis-2014	Estonians
Est393_Est393.lazaridis-2014	Est393	Est393.lazaridis-2014	Estonians
Est400_Est400.lazaridis-2014	Est400	Est400.lazaridis-2014	Estonians
ee53_ee53.malta	ee53	ee53.malta	Estonians
100263_100263.tambets-2018-610	100263	100263.tambets-2018-610	Estonians
100520_100520.tambets-2018-610	100520	100520.tambets-2018-610	Estonians
ee50_ee50.malta	ee50	ee50.malta	Estonians
100258_100258.tambets-2018-610	100258	100258.tambets-2018-610	Estonians
100257_100257.tambets-2018-610	100257	100257.tambets-2018-610	Estonians
100254_100254.tambets-2018-610	100254	100254.tambets-2018-610	Estonians
100253_100253.tambets-2018-610	100253	100253.tambets-2018-610	Estonians
100252_100252.tambets-2018-610	100252	100252.tambets-2018-610	Estonians
100249_100249.tambets-2018-610	100249	100249.tambets-2018-610	Estonians
100248_100248.tambets-2018-610	100248	100248.tambets-2018-610	Estonians
100235_100235.tambets-2018-610	100235	100235.tambets-2018-610	Estonians
100233_100233.tambets-2018-610	100233	100233.tambets-2018-610	Estonians
100259_100259.tambets-2018-610	100259	100259.tambets-2018-610	Estonians
100232_100232.tambets-2018-610	100232	100232.tambets-2018-610	Estonians
100228_100228.tambets-2018-610	100228	100228.tambets-2018-610	Estonians
100218_100218.tambets-2018-610	100218	100218.tambets-2018-610	Estonians
ee78_ee78.slavic	ee78	ee78.slavic	Estonians
ee86_ee86.slavic	ee86	ee86.slavic	Estonians
ee68_ee68.slavic	ee68	ee68.slavic	Estonians
ee72_ee72.slavic	ee72	ee72.slavic	Estonians
ee66_ee66.slavic	ee66	ee66.slavic	Estonians
ee59_ee59.slavic	ee59	ee59.slavic	Estonians
ee45_ee45.malta	ee45	ee45.malta	Estonians
100230_100230.tambets-2018-610	100230	100230.tambets-2018-610	Estonians
100261_100261.tambets-2018-610	100261	100261.tambets-2018-610	Estonians
100243_100243.tambets-2018-610	100243	100243.tambets-2018-610	Estonians
100550_100550.tambets-2018-610	100550	100550.tambets-2018-610	Estonians
400238_400238.tambets-2018-610	400238	400238.tambets-2018-610	Estonians
400237_400237.tambets-2018-610	400237	400237.tambets-2018-610	Estonians
400236_400236.tambets-2018-610	400236	400236.tambets-2018-610	Estonians
400235_400235.tambets-2018-610	400235	400235.tambets-2018-610	Estonians
400221_400221.tambets-2018-610	400221	400221.tambets-2018-610	Estonians
100531_100531.tambets-2018-610	100531	100531.tambets-2018-610	Estonians
400210_400210.tambets-2018-610	400210	400210.tambets-2018-610	Estonians
400209_400209.tambets-2018-610	400209	400209.tambets-2018-610	Estonians
400204_400204.tambets-2018-610	400204	400204.tambets-2018-610	Estonians
100558_100558.tambets-2018-610	100558	100558.tambets-2018-610	Estonians
100557_100557.tambets-2018-610	100557	100557.tambets-2018-610	Estonians
400206_400206.tambets-2018-610	400206	400206.tambets-2018-610	Estonians
400240_400240.tambets-2018-610	400240	400240.tambets-2018-610	Estonians
KAR_092.inner-eurasia	KAR	092.inner-eurasia	Finns
KAR_046.inner-eurasia	KAR	046.inner-eurasia	Finns
KAR_034.inner-eurasia	KAR	034.inner-eurasia	Finns
KAR_030.inner-eurasia	KAR	030.inner-eurasia	Finns
KAR_009.inner-eurasia	KAR	009.inner-eurasia	Finns
KAR_105.inner-eurasia	KAR	105.inner-eurasia	Finns
KAR_110.inner-eurasia	KAR	110.inner-eurasia	Finns
HG00182_HG00182.1kg	HG00182	HG00182.1kg	Finns
HG00181_HG00181.1kg	HG00181	HG00181.1kg	Finns
HG00180_HG00180.1kg	HG00180	HG00180.1kg	Finns
HG00179_HG00179.1kg	HG00179	HG00179.1kg	Finns
HG00178_HG00178.1kg	HG00178	HG00178.1kg	Finns
HG00177_HG00177.1kg	HG00177	HG00177.1kg	Finns
HG00176_HG00176.1kg	HG00176	HG00176.1kg	Finns
KAR_008.inner-eurasia	KAR	008.inner-eurasia	Finns
HG00174_HG00174.1kg	HG00174	HG00174.1kg	Finns
HG00171_HG00171.1kg	HG00171	HG00171.1kg	Finns
KAR_173.inner-eurasia	KAR	173.inner-eurasia	Finns
KAR_167.inner-eurasia	KAR	167.inner-eurasia	Finns
KAR_165.inner-eurasia	KAR	165.inner-eurasia	Finns
KAR_157.inner-eurasia	KAR	157.inner-eurasia	Finns
