ID	ID1	ID2	POP
abkhazian1-1m_abkhazian1-1m.khazar	abkhazian1-1m	abkhazian1-1m.khazar	Abkhazians
abh147_abh147.lazaridis-2014	abh147	abh147.lazaridis-2014	Abkhazians
abh154_abh154.lazaridis-2014	abh154	abh154.lazaridis-2014	Abkhazians
abh24_abh24.lazaridis-2014	abh24	abh24.lazaridis-2014	Abkhazians
abh27_abh27.lazaridis-2014	abh27	abh27.lazaridis-2014	Abkhazians
abh41_abh41.lazaridis-2014	abh41	abh41.lazaridis-2014	Abkhazians
KCHE_1032.inner-eurasia	KCHE	1032.inner-eurasia	Abkhazians
KCHE_1052.inner-eurasia	KCHE	1052.inner-eurasia	Abkhazians
KCHE_1283.inner-eurasia	KCHE	1283.inner-eurasia	Abkhazians
KCHE_1294.inner-eurasia	KCHE	1294.inner-eurasia	Abkhazians
abh133_abh133.lazaridis-2014	abh133	abh133.lazaridis-2014	Abkhazians
KCHE_1299.inner-eurasia	KCHE	1299.inner-eurasia	Abkhazians
KCHE_1333.inner-eurasia	KCHE	1333.inner-eurasia	Abkhazians
KCHE_1552.inner-eurasia	KCHE	1552.inner-eurasia	Abkhazians
KCHE_1559.inner-eurasia	KCHE	1559.inner-eurasia	Abkhazians
KCHE_1560.inner-eurasia	KCHE	1560.inner-eurasia	Abkhazians
4459273137-R01C01_4459273137-R01C01.russian-genome	4459273137-R01C01	4459273137-R01C01.russian-genome	Abkhazians
4459273137-R01C02_4459273137-R01C02.russian-genome	4459273137-R01C02	4459273137-R01C02.russian-genome	Abkhazians
4459273137-R02C01_4459273137-R02C01.russian-genome	4459273137-R02C01	4459273137-R02C01.russian-genome	Abkhazians
4459273137-R02C02_4459273137-R02C02.russian-genome	4459273137-R02C02	4459273137-R02C02.russian-genome	Abkhazians
4459273138-R01C01_4459273138-R01C01.russian-genome	4459273138-R01C01	4459273138-R01C01.russian-genome	Abkhazians
KCHE_1330.inner-eurasia	KCHE	1330.inner-eurasia	Abkhazians
4459273138-R01C02_4459273138-R01C02.russian-genome	4459273138-R01C02	4459273138-R01C02.russian-genome	Abkhazians
abh122_abh122.lazaridis-2014	abh122	abh122.lazaridis-2014	Abkhazians
abh107_abh107.lazaridis-2014	abh107	abh107.lazaridis-2014	Abkhazians
abh100_abh100.caucasus	abh100	abh100.caucasus	Abkhazians
abh107_abh107.caucasus	abh107	abh107.caucasus	Abkhazians
abh119_abh119.caucasus	abh119	abh119.caucasus	Abkhazians
abh122_abh122.caucasus	abh122	abh122.caucasus	Abkhazians
abh133_abh133.caucasus	abh133	abh133.caucasus	Abkhazians
abh135_abh135.caucasus	abh135	abh135.caucasus	Abkhazians
abh137_abh137.caucasus	abh137	abh137.caucasus	Abkhazians
abh147_abh147.caucasus	abh147	abh147.caucasus	Abkhazians
abh154_abh154.caucasus	abh154	abh154.caucasus	Abkhazians
abh119_abh119.lazaridis-2014	abh119	abh119.lazaridis-2014	Abkhazians
abh165_abh165.caucasus	abh165	abh165.caucasus	Abkhazians
abh27_abh27.caucasus	abh27	abh27.caucasus	Abkhazians
abh41_abh41.caucasus	abh41	abh41.caucasus	Abkhazians
abh45_abh45.caucasus	abh45	abh45.caucasus	Abkhazians
abh53_abh53.caucasus	abh53	abh53.caucasus	Abkhazians
abh60_abh60.caucasus	abh60	abh60.caucasus	Abkhazians
abh71_abh71.caucasus	abh71	abh71.caucasus	Abkhazians
abh74_abh74.caucasus	abh74	abh74.caucasus	Abkhazians
abh85_abh85.caucasus	abh85	abh85.caucasus	Abkhazians
abh9_abh9.caucasus	abh9	abh9.caucasus	Abkhazians
abh24_abh24.caucasus	abh24	abh24.caucasus	Abkhazians
4459273138-R02C02_4459273138-R02C02.russian-genome	4459273138-R02C02	4459273138-R02C02.russian-genome	Abkhazians
4459273138-R02C01_4459273138-R02C01.russian-genome	4459273138-R02C01	4459273138-R02C01.russian-genome	Abkhazians
4475687462-R01C01_4475687462-R01C01.russian-genome	4475687462-R01C01	4475687462-R01C01.russian-genome	Abkhazians
4475687462-R02C02_4475687462-R02C02.russian-genome	4475687462-R02C02	4475687462-R02C02.russian-genome	Abkhazians
4475687462-R02C01_4475687462-R02C01.russian-genome	4475687462-R02C01	4475687462-R02C01.russian-genome	Abkhazians
4475687462-R01C02_4475687462-R01C02.russian-genome	4475687462-R01C02	4475687462-R01C02.russian-genome	Abkhazians
4475687460-R02C02_4475687460-R02C02.russian-genome	4475687460-R02C02	4475687460-R02C02.russian-genome	Abkhazians
4475687460-R02C01_4475687460-R02C01.russian-genome	4475687460-R02C01	4475687460-R02C01.russian-genome	Abkhazians
4475687460-R01C02_4475687460-R01C02.russian-genome	4475687460-R01C02	4475687460-R01C02.russian-genome	Abkhazians
4475687351-R02C02_4475687351-R02C02.russian-genome	4475687351-R02C02	4475687351-R02C02.russian-genome	Abkhazians
4475687350-R02C02_4475687350-R02C02.russian-genome	4475687350-R02C02	4475687350-R02C02.russian-genome	Abkhazians
4475687350-R01C02_4475687350-R01C02.russian-genome	4475687350-R01C02	4475687350-R01C02.russian-genome	Abkhazians
4475687460-R01C01_4475687460-R01C01.russian-genome	4475687460-R01C01	4475687460-R01C01.russian-genome	Abkhazians
4475687297-R02C02_4475687297-R02C02.russian-genome	4475687297-R02C02	4475687297-R02C02.russian-genome	Abkhazians
4475687297-R02C01_4475687297-R02C01.russian-genome	4475687297-R02C01	4475687297-R02C01.russian-genome	Abkhazians
4475687297-R01C02_4475687297-R01C02.russian-genome	4475687297-R01C02	4475687297-R01C02.russian-genome	Abkhazians
4475687277-R02C01_4475687277-R02C01.russian-genome	4475687277-R02C01	4475687277-R02C01.russian-genome	Abkhazians
4475687277-R01C02_4475687277-R01C02.russian-genome	4475687277-R01C02	4475687277-R01C02.russian-genome	Abkhazians
4475687277-R01C01_4475687277-R01C01.russian-genome	4475687277-R01C01	4475687277-R01C01.russian-genome	Abkhazians
abkhazian6-1m_abkhazian6-1m.khazar	abkhazian6-1m	abkhazian6-1m.khazar	Abkhazians
abkhazian5-1m_abkhazian5-1m.khazar	abkhazian5-1m	abkhazian5-1m.khazar	Abkhazians
4475687349-R02C02_4475687349-R02C02.russian-genome	4475687349-R02C02	4475687349-R02C02.russian-genome	Abkhazians
NA20291_NA20291.1kg	NA20291	NA20291.1kg	African-Americans
NA20278_NA20278.1kg	NA20278	NA20278.1kg	African-Americans
NA20281_NA20281.1kg	NA20281	NA20281.1kg	African-Americans
NA20282_NA20282.1kg	NA20282	NA20282.1kg	African-Americans
HG02052_HG02052.1kg	HG02052	HG02052.1kg	African-Americans
NA20289_NA20289.1kg	NA20289	NA20289.1kg	African-Americans
NA20294_NA20294.1kg	NA20294	NA20294.1kg	African-Americans
HG02053_HG02053.1kg	HG02053	HG02053.1kg	African-Americans
NA20298_NA20298.1kg	NA20298	NA20298.1kg	African-Americans
NA20299_NA20299.1kg	NA20299	NA20299.1kg	African-Americans
NA20314_NA20314.1kg	NA20314	NA20314.1kg	African-Americans
NA20317_NA20317.1kg	NA20317	NA20317.1kg	African-Americans
NA20318_NA20318.1kg	NA20318	NA20318.1kg	African-Americans
NA20276_NA20276.1kg	NA20276	NA20276.1kg	African-Americans
NA20296_NA20296.1kg	NA20296	NA20296.1kg	African-Americans
NA20274_NA20274.1kg	NA20274	NA20274.1kg	African-Americans
NA19914_NA19914.1kg	NA19914	NA19914.1kg	African-Americans
NA20126_NA20126.1kg	NA20126	NA20126.1kg	African-Americans
HG02012_HG02012.1kg	HG02012	HG02012.1kg	African-Americans
HG02010_HG02010.1kg	HG02010	HG02010.1kg	African-Americans
HG02009_HG02009.1kg	HG02009	HG02009.1kg	African-Americans
HG01990_HG01990.1kg	HG01990	HG01990.1kg	African-Americans
NA19913_NA19913.1kg	NA19913	NA19913.1kg	African-Americans
NA20320_NA20320.1kg	NA20320	NA20320.1kg	African-Americans
NA20127_NA20127.1kg	NA20127	NA20127.1kg	African-Americans
NA19916_NA19916.1kg	NA19916	NA19916.1kg	African-Americans
NA19920_NA19920.1kg	NA19920	NA19920.1kg	African-Americans
NA19921_NA19921.1kg	NA19921	NA19921.1kg	African-Americans
NA19922_NA19922.1kg	NA19922	NA19922.1kg	African-Americans
NA19923_NA19923.1kg	NA19923	NA19923.1kg	African-Americans
NA19982_NA19982.1kg	NA19982	NA19982.1kg	African-Americans
NA19984_NA19984.1kg	NA19984	NA19984.1kg	African-Americans
NA19917_NA19917.1kg	NA19917	NA19917.1kg	African-Americans
NA20321_NA20321.1kg	NA20321	NA20321.1kg	African-Americans
NA20356_NA20356.1kg	NA20356	NA20356.1kg	African-Americans
NA20334_NA20334.1kg	NA20334	NA20334.1kg	African-Americans
HG01879_HG01879.1kg	HG01879	HG01879.1kg	African-Americans
HG01880_HG01880.1kg	HG01880	HG01880.1kg	African-Americans
HG01882_HG01882.1kg	HG01882	HG01882.1kg	African-Americans
HG01883_HG01883.1kg	HG01883	HG01883.1kg	African-Americans
HG01885_HG01885.1kg	HG01885	HG01885.1kg	African-Americans
HG01886_HG01886.1kg	HG01886	HG01886.1kg	African-Americans
HG01889_HG01889.1kg	HG01889	HG01889.1kg	African-Americans
HG01890_HG01890.1kg	HG01890	HG01890.1kg	African-Americans
HG01894_HG01894.1kg	HG01894	HG01894.1kg	African-Americans
HG01896_HG01896.1kg	HG01896	HG01896.1kg	African-Americans
HG01912_HG01912.1kg	HG01912	HG01912.1kg	African-Americans
HG01914_HG01914.1kg	HG01914	HG01914.1kg	African-Americans
HG01915_HG01915.1kg	HG01915	HG01915.1kg	African-Americans
HG01956_HG01956.1kg	HG01956	HG01956.1kg	African-Americans
HG01958_HG01958.1kg	HG01958	HG01958.1kg	African-Americans
HG01985_HG01985.1kg	HG01985	HG01985.1kg	African-Americans
HG01986_HG01986.1kg	HG01986	HG01986.1kg	African-Americans
NA20339_NA20339.1kg	NA20339	NA20339.1kg	African-Americans
NA20340_NA20340.1kg	NA20340	NA20340.1kg	African-Americans
NA20342_NA20342.1kg	NA20342	NA20342.1kg	African-Americans
NA20346_NA20346.1kg	NA20346	NA20346.1kg	African-Americans
NA20348_NA20348.1kg	NA20348	NA20348.1kg	African-Americans
NA20351_NA20351.1kg	NA20351	NA20351.1kg	African-Americans
NA20332_NA20332.1kg	NA20332	NA20332.1kg	African-Americans
NA20355_NA20355.1kg	NA20355	NA20355.1kg	African-Americans
NA20357_NA20357.1kg	NA20357	NA20357.1kg	African-Americans
NA20359_NA20359.1kg	NA20359	NA20359.1kg	African-Americans
NA20362_NA20362.1kg	NA20362	NA20362.1kg	African-Americans
NA20412_NA20412.1kg	NA20412	NA20412.1kg	African-Americans
HG01989_HG01989.1kg	HG01989	HG01989.1kg	African-Americans
HG01988_HG01988.1kg	HG01988	HG01988.1kg	African-Americans
HG02013_HG02013.1kg	HG02013	HG02013.1kg	African-Americans
HG02014_HG02014.1kg	HG02014	HG02014.1kg	African-Americans
NA20287_NA20287.1kg	NA20287	NA20287.1kg	African-Americans
HG02051_HG02051.1kg	HG02051	HG02051.1kg	African-Americans
HG02111_HG02111.1kg	HG02111	HG02111.1kg	African-Americans
HG02108_HG02108.1kg	HG02108	HG02108.1kg	African-Americans
HG02107_HG02107.1kg	HG02107	HG02107.1kg	African-Americans
HG02095_HG02095.1kg	HG02095	HG02095.1kg	African-Americans
HG02054_HG02054.1kg	HG02054	HG02054.1kg	African-Americans
HG02419_HG02419.1kg	HG02419	HG02419.1kg	African-Americans
HG02420_HG02420.1kg	HG02420	HG02420.1kg	African-Americans
HG02427_HG02427.1kg	HG02427	HG02427.1kg	African-Americans
HG02143_HG02143.1kg	HG02143	HG02143.1kg	African-Americans
HG02429_HG02429.1kg	HG02429	HG02429.1kg	African-Americans
HG02439_HG02439.1kg	HG02439	HG02439.1kg	African-Americans
HG02256_HG02256.1kg	HG02256	HG02256.1kg	African-Americans
HG02445_HG02445.1kg	HG02445	HG02445.1kg	African-Americans
HG02449_HG02449.1kg	HG02449	HG02449.1kg	African-Americans
HG02450_HG02450.1kg	HG02450	HG02450.1kg	African-Americans
HG02455_HG02455.1kg	HG02455	HG02455.1kg	African-Americans
HG02470_HG02470.1kg	HG02470	HG02470.1kg	African-Americans
HG02471_HG02471.1kg	HG02471	HG02471.1kg	African-Americans
HG02433_HG02433.1kg	HG02433	HG02433.1kg	African-Americans
HG02476_HG02476.1kg	HG02476	HG02476.1kg	African-Americans
HG02144_HG02144.1kg	HG02144	HG02144.1kg	African-Americans
HG02339_HG02339.1kg	HG02339	HG02339.1kg	African-Americans
HG02281_HG02281.1kg	HG02281	HG02281.1kg	African-Americans
HG02282_HG02282.1kg	HG02282	HG02282.1kg	African-Americans
HG02283_HG02283.1kg	HG02283	HG02283.1kg	African-Americans
HG02284_HG02284.1kg	HG02284	HG02284.1kg	African-Americans
HG02307_HG02307.1kg	HG02307	HG02307.1kg	African-Americans
HG02308_HG02308.1kg	HG02308	HG02308.1kg	African-Americans
HG02309_HG02309.1kg	HG02309	HG02309.1kg	African-Americans
HG02314_HG02314.1kg	HG02314	HG02314.1kg	African-Americans
HG02343_HG02343.1kg	HG02343	HG02343.1kg	African-Americans
HG02315_HG02315.1kg	HG02315	HG02315.1kg	African-Americans
HG02318_HG02318.1kg	HG02318	HG02318.1kg	African-Americans
HG02322_HG02322.1kg	HG02322	HG02322.1kg	African-Americans
HG02323_HG02323.1kg	HG02323	HG02323.1kg	African-Americans
HG02325_HG02325.1kg	HG02325	HG02325.1kg	African-Americans
HG02330_HG02330.1kg	HG02330	HG02330.1kg	African-Americans
HG02332_HG02332.1kg	HG02332	HG02332.1kg	African-Americans
HG02334_HG02334.1kg	HG02334	HG02334.1kg	African-Americans
HG02337_HG02337.1kg	HG02337	HG02337.1kg	African-Americans
HG02317_HG02317.1kg	HG02317	HG02317.1kg	African-Americans
HG02477_HG02477.1kg	HG02477	HG02477.1kg	African-Americans
HG02442_HG02442.1kg	HG02442	HG02442.1kg	African-Americans
HG02481_HG02481.1kg	HG02481	HG02481.1kg	African-Americans
HG02549_HG02549.1kg	HG02549	HG02549.1kg	African-Americans
HG02554_HG02554.1kg	HG02554	HG02554.1kg	African-Americans
HG02555_HG02555.1kg	HG02555	HG02555.1kg	African-Americans
HG02557_HG02557.1kg	HG02557	HG02557.1kg	African-Americans
HG02558_HG02558.1kg	HG02558	HG02558.1kg	African-Americans
HG02577_HG02577.1kg	HG02577	HG02577.1kg	African-Americans
HG02580_HG02580.1kg	HG02580	HG02580.1kg	African-Americans
NA19625_NA19625.1kg	NA19625	NA19625.1kg	African-Americans
NA19700_NA19700.1kg	NA19700	NA19700.1kg	African-Americans
NA19701_NA19701.1kg	NA19701	NA19701.1kg	African-Americans
NA19703_NA19703.1kg	NA19703	NA19703.1kg	African-Americans
NA19704_NA19704.1kg	NA19704	NA19704.1kg	African-Americans
NA19707_NA19707.1kg	NA19707	NA19707.1kg	African-Americans
NA19711_NA19711.1kg	NA19711	NA19711.1kg	African-Americans
NA19712_NA19712.1kg	NA19712	NA19712.1kg	African-Americans
NA19713_NA19713.1kg	NA19713	NA19713.1kg	African-Americans
NA19818_NA19818.1kg	NA19818	NA19818.1kg	African-Americans
NA19819_NA19819.1kg	NA19819	NA19819.1kg	African-Americans
NA19834_NA19834.1kg	NA19834	NA19834.1kg	African-Americans
NA19835_NA19835.1kg	NA19835	NA19835.1kg	African-Americans
NA19900_NA19900.1kg	NA19900	NA19900.1kg	African-Americans
NA19901_NA19901.1kg	NA19901	NA19901.1kg	African-Americans
NA19904_NA19904.1kg	NA19904	NA19904.1kg	African-Americans
NA19908_NA19908.1kg	NA19908	NA19908.1kg	African-Americans
NA19909_NA19909.1kg	NA19909	NA19909.1kg	African-Americans
HG02479_HG02479.1kg	HG02479	HG02479.1kg	African-Americans
HG02545_HG02545.1kg	HG02545	HG02545.1kg	African-Americans
HG02546_HG02546.1kg	HG02546	HG02546.1kg	African-Americans
HG02255_HG02255.1kg	HG02255	HG02255.1kg	African-Americans
HG02484_HG02484.1kg	HG02484	HG02484.1kg	African-Americans
HG02485_HG02485.1kg	HG02485	HG02485.1kg	African-Americans
HG02489_HG02489.1kg	HG02489	HG02489.1kg	African-Americans
HG02496_HG02496.1kg	HG02496	HG02496.1kg	African-Americans
HG02497_HG02497.1kg	HG02497	HG02497.1kg	African-Americans
HG02501_HG02501.1kg	HG02501	HG02501.1kg	African-Americans
HG02502_HG02502.1kg	HG02502	HG02502.1kg	African-Americans
HG02505_HG02505.1kg	HG02505	HG02505.1kg	African-Americans
HG02508_HG02508.1kg	HG02508	HG02508.1kg	African-Americans
HG02511_HG02511.1kg	HG02511	HG02511.1kg	African-Americans
HG02536_HG02536.1kg	HG02536	HG02536.1kg	African-Americans
HG02537_HG02537.1kg	HG02537	HG02537.1kg	African-Americans
HG02541_HG02541.1kg	HG02541	HG02541.1kg	African-Americans
Kosovo12_Kosovo12.balkan	Kosovo12	Kosovo12.balkan	Albanians
Kosovo11_Kosovo11.balkan	Kosovo11	Kosovo11.balkan	Albanians
Kosovo7_Kosovo7.balkan	Kosovo7	Kosovo7.balkan	Albanians
Kosovo1_Kosovo1.balkan	Kosovo1	Kosovo1.balkan	Albanians
ALB191_ALB191.lazaridis-2014	ALB191	ALB191.lazaridis-2014	Albanians
ALB202_ALB202.lazaridis-2014	ALB202	ALB202.lazaridis-2014	Albanians
ALB212_ALB212.lazaridis-2014	ALB212	ALB212.lazaridis-2014	Albanians
ALB213_ALB213.lazaridis-2014	ALB213	ALB213.lazaridis-2014	Albanians
ALB220_ALB220.lazaridis-2014	ALB220	ALB220.lazaridis-2014	Albanians
ALB230_ALB230.lazaridis-2014	ALB230	ALB230.lazaridis-2014	Albanians
Kosovo14_Kosovo14.balkan	Kosovo14	Kosovo14.balkan	Albanians
Kosovo8_Kosovo8.balkan	Kosovo8	Kosovo8.balkan	Albanians
Kosovo15_Kosovo15.balkan	Kosovo15	Kosovo15.balkan	Albanians
Kosovo18_Kosovo18.balkan	Kosovo18	Kosovo18.balkan	Albanians
Kosovo16_Kosovo16.balkan	Kosovo16	Kosovo16.balkan	Albanians
altai4_altai4.saqqaq	altai4	altai4.saqqaq	Altaian
altai11_altai11.saqqaq	altai11	altai11.saqqaq	Altaian
altai2_altai2.saqqaq	altai2	altai2.saqqaq	Altaian
altai10_altai10.saqqaq	altai10	altai10.saqqaq	Altaian
altai1_altai1.saqqaq	altai1	altai1.saqqaq	Altaian
altai13_altai13.saqqaq	altai13	altai13.saqqaq	Altaian
altai3_altai3.saqqaq	altai3	altai3.saqqaq	Altaian
altai14_altai14.saqqaq	altai14	altai14.saqqaq	Altaian
ALT_875.inner-eurasia	ALT	875.inner-eurasia	Altaian
ALT_966.inner-eurasia	ALT	966.inner-eurasia	Altaian
ALT_744.inner-eurasia	ALT	744.inner-eurasia	Altaian
ALT_746.inner-eurasia	ALT	746.inner-eurasia	Altaian
ALT_753.inner-eurasia	ALT	753.inner-eurasia	Altaian
ALT_756.inner-eurasia	ALT	756.inner-eurasia	Altaian
ALT_760.inner-eurasia	ALT	760.inner-eurasia	Altaian
ALT_771.inner-eurasia	ALT	771.inner-eurasia	Altaian
ALT_774.inner-eurasia	ALT	774.inner-eurasia	Altaian
ALT_775.inner-eurasia	ALT	775.inner-eurasia	Altaian
ALT_776.inner-eurasia	ALT	776.inner-eurasia	Altaian
altai5_altai5.saqqaq	altai5	altai5.saqqaq	Altaian
ALT_750.inner-eurasia	ALT	750.inner-eurasia	Altaian
ALT_876.inner-eurasia	ALT	876.inner-eurasia	Altaian
ALT_916.inner-eurasia	ALT	916.inner-eurasia	Altaian
ALT_918.inner-eurasia	ALT	918.inner-eurasia	Altaian
ALT_935.inner-eurasia	ALT	935.inner-eurasia	Altaian
ALT_082.inner-eurasia	ALT	082.inner-eurasia	Altaian
ALT_090.inner-eurasia	ALT	090.inner-eurasia	Altaian
ALT_092.inner-eurasia	ALT	092.inner-eurasia	Altaian
ALT_093.inner-eurasia	ALT	093.inner-eurasia	Altaian
ALT_167.inner-eurasia	ALT	167.inner-eurasia	Altaian
ALT_168.inner-eurasia	ALT	168.inner-eurasia	Altaian
ALT_952.inner-eurasia	ALT	952.inner-eurasia	Altaian
ALT_900.inner-eurasia	ALT	900.inner-eurasia	Altaian
altai6_altai6.saqqaq	altai6	altai6.saqqaq	Altaian
ALT_741.inner-eurasia	ALT	741.inner-eurasia	Altaian
altai8_altai8.saqqaq	altai8	altai8.saqqaq	Altaian
altai9_altai9.saqqaq	altai9	altai9.saqqaq	Altaian
altai377_altai377.malta	altai377	altai377.malta	Altaian
altai389_altai389.malta	altai389	altai389.malta	Altaian
altai80_altai80.malta	altai80	altai80.malta	Altaian
altai7_altai7.saqqaq	altai7	altai7.saqqaq	Altaian
ALT_743.inner-eurasia	ALT	743.inner-eurasia	Altaian
SaudiA7_SaudiA7.lazaridis-2014	SaudiA7	SaudiA7.lazaridis-2014	Arabs
SaudiA6_SaudiA6.lazaridis-2014	SaudiA6	SaudiA6.lazaridis-2014	Arabs
SaudiA5_SaudiA5.lazaridis-2014	SaudiA5	SaudiA5.lazaridis-2014	Arabs
SaudiA1_SaudiA1.lazaridis-2014	SaudiA1	SaudiA1.lazaridis-2014	Arabs
saudi1403_saudi1403.lazaridis-2014	saudi1403	saudi1403.lazaridis-2014	Arabs
saudi1424_saudi1424.lazaridis-2014	saudi1424	saudi1424.lazaridis-2014	Arabs
SaudiA9_SaudiA9.lazaridis-2014	SaudiA9	SaudiA9.lazaridis-2014	Arabs
Jordan646_Jordan646.lazaridis-2014	Jordan646	Jordan646.lazaridis-2014	Arabs
Jordan62_Jordan62.lazaridis-2014	Jordan62	Jordan62.lazaridis-2014	Arabs
saudi1434_saudi1434.lazaridis-2014	saudi1434	saudi1434.lazaridis-2014	Arabs
syria361_syria361.lazaridis-2014	syria361	syria361.lazaridis-2014	Arabs
syria464_syria464.lazaridis-2014	syria464	syria464.lazaridis-2014	Arabs
syria461_syria461.lazaridis-2014	syria461	syria461.lazaridis-2014	Arabs
Jordan603_Jordan603.lazaridis-2014	Jordan603	Jordan603.lazaridis-2014	Arabs
syria485_syria485.lazaridis-2014	syria485	syria485.lazaridis-2014	Arabs
syria520_syria520.lazaridis-2014	syria520	syria520.lazaridis-2014	Arabs
syria6_syria6.lazaridis-2014	syria6	syria6.lazaridis-2014	Arabs
syria7_syria7.lazaridis-2014	syria7	syria7.lazaridis-2014	Arabs
Yemen10_Yemen10.lazaridis-2014	Yemen10	Yemen10.lazaridis-2014	Arabs
Yemen2_Yemen2.lazaridis-2014	Yemen2	Yemen2.lazaridis-2014	Arabs
Yemen3_Yemen3.lazaridis-2014	Yemen3	Yemen3.lazaridis-2014	Arabs
Yemen5_Yemen5.lazaridis-2014	Yemen5	Yemen5.lazaridis-2014	Arabs
Yemen9_Yemen9.lazaridis-2014	Yemen9	Yemen9.lazaridis-2014	Arabs
syria4_syria4.lazaridis-2014	syria4	syria4.lazaridis-2014	Arabs
Jordan543_Jordan543.lazaridis-2014	Jordan543	Jordan543.lazaridis-2014	Arabs
Jordan307_Jordan307.lazaridis-2014	Jordan307	Jordan307.lazaridis-2014	Arabs
Jordan445_Jordan445.lazaridis-2014	Jordan445	Jordan445.lazaridis-2014	Arabs
HGDP00642_HGDP00642.hgdp	HGDP00642	HGDP00642.hgdp	Arabs
HGDP00643_HGDP00643.hgdp	HGDP00643	HGDP00643.hgdp	Arabs
HGDP00644_HGDP00644.hgdp	HGDP00644	HGDP00644.hgdp	Arabs
HGDP00645_HGDP00645.hgdp	HGDP00645	HGDP00645.hgdp	Arabs
HGDP00646_HGDP00646.hgdp	HGDP00646	HGDP00646.hgdp	Arabs
HGDP00647_HGDP00647.hgdp	HGDP00647	HGDP00647.hgdp	Arabs
HGDP00648_HGDP00648.hgdp	HGDP00648	HGDP00648.hgdp	Arabs
HGDP00649_HGDP00649.hgdp	HGDP00649	HGDP00649.hgdp	Arabs
HGDP00650_HGDP00650.hgdp	HGDP00650	HGDP00650.hgdp	Arabs
HGDP00651_HGDP00651.hgdp	HGDP00651	HGDP00651.hgdp	Arabs
HGDP00653_HGDP00653.hgdp	HGDP00653	HGDP00653.hgdp	Arabs
Jordan503_Jordan503.lazaridis-2014	Jordan503	Jordan503.lazaridis-2014	Arabs
HGDP00654_HGDP00654.hgdp	HGDP00654	HGDP00654.hgdp	Arabs
Lebanon1_Lebanon1.lazaridis-2014	Lebanon1	Lebanon1.lazaridis-2014	Arabs
Lebanon2_Lebanon2.lazaridis-2014	Lebanon2	Lebanon2.lazaridis-2014	Arabs
Lebanon3_Lebanon3.lazaridis-2014	Lebanon3	Lebanon3.lazaridis-2014	Arabs
Lebanon4_Lebanon4.lazaridis-2014	Lebanon4	Lebanon4.lazaridis-2014	Arabs
Lebanon5_Lebanon5.lazaridis-2014	Lebanon5	Lebanon5.lazaridis-2014	Arabs
Lebanon6_Lebanon6.lazaridis-2014	Lebanon6	Lebanon6.lazaridis-2014	Arabs
Lebanon7_Lebanon7.lazaridis-2014	Lebanon7	Lebanon7.lazaridis-2014	Arabs
Lebanon8_Lebanon8.lazaridis-2014	Lebanon8	Lebanon8.lazaridis-2014	Arabs
Jordan214_Jordan214.lazaridis-2014	Jordan214	Jordan214.lazaridis-2014	Arabs
Yemenese1529_Yemenese1529.lazaridis-2014	Yemenese1529	Yemenese1529.lazaridis-2014	Arabs
Jordan384_Jordan384.lazaridis-2014	Jordan384	Jordan384.lazaridis-2014	Arabs
HGDP00701_HGDP00701.hgdp	HGDP00701	HGDP00701.hgdp	Arabs
Algerian43A13_Algerian43A13.lazaridis-2014	Algerian43A13	Algerian43A13.lazaridis-2014	Arabs
Algerian43A22_Algerian43A22.lazaridis-2014	Algerian43A22	Algerian43A22.lazaridis-2014	Arabs
HGDP00641_HGDP00641.hgdp	HGDP00641	HGDP00641.hgdp	Arabs
syria2_syria2.jew	syria2	syria2.jew	Arabs
syria298_syria298.jew	syria298	syria298.jew	Arabs
syria3_syria3.jew	syria3	syria3.jew	Arabs
syria361_syria361.jew	syria361	syria361.jew	Arabs
syria4_syria4.jew	syria4	syria4.jew	Arabs
syria461_syria461.jew	syria461	syria461.jew	Arabs
syria464_syria464.jew	syria464	syria464.jew	Arabs
syria485_syria485.jew	syria485	syria485.jew	Arabs
syria5_syria5.jew	syria5	syria5.jew	Arabs
syria520_syria520.jew	syria520	syria520.jew	Arabs
syria6_syria6.jew	syria6	syria6.jew	Arabs
syria10_syria10.jew	syria10	syria10.jew	Arabs
syria7_syria7.jew	syria7	syria7.jew	Arabs
syria9_syria9.jew	syria9	syria9.jew	Arabs
Yemen1_Yemen1.jew	Yemen1	Yemen1.jew	Arabs
Yemen10_Yemen10.jew	Yemen10	Yemen10.jew	Arabs
Yemen2_Yemen2.jew	Yemen2	Yemen2.jew	Arabs
Yemen3_Yemen3.jew	Yemen3	Yemen3.jew	Arabs
Yemen4_Yemen4.jew	Yemen4	Yemen4.jew	Arabs
Yemen5_Yemen5.jew	Yemen5	Yemen5.jew	Arabs
Yemen6_Yemen6.jew	Yemen6	Yemen6.jew	Arabs
Yemen7_Yemen7.jew	Yemen7	Yemen7.jew	Arabs
Yemen8_Yemen8.jew	Yemen8	Yemen8.jew	Arabs
Yemen9_Yemen9.jew	Yemen9	Yemen9.jew	Arabs
syria8_syria8.jew	syria8	syria8.jew	Arabs
syria1_syria1.jew	syria1	syria1.jew	Arabs
SaudiA9_SaudiA9.jew	SaudiA9	SaudiA9.jew	Arabs
SaudiA8_SaudiA8.jew	SaudiA8	SaudiA8.jew	Arabs
Algerian43A23_Algerian43A23.lazaridis-2014	Algerian43A23	Algerian43A23.lazaridis-2014	Arabs
Algerian43A24_Algerian43A24.lazaridis-2014	Algerian43A24	Algerian43A24.lazaridis-2014	Arabs
