ID1	ID	PC1	PC2	POP
100218	100218.tambets-2018-610	0.00990165	0.00276447	Estonians
100228	100228.tambets-2018-610	0.010276	0.00246012	Estonians
100230	100230.tambets-2018-610	0.00970044	0.00224859	Estonians
100232	100232.tambets-2018-610	0.0100471	0.00219208	Estonians
100233	100233.tambets-2018-610	0.00997659	0.00319948	Estonians
100235	100235.tambets-2018-610	0.0101384	0.003051	Estonians
100243	100243.tambets-2018-610	0.0100535	0.00241188	Estonians
100248	100248.tambets-2018-610	0.00991645	0.00233147	Estonians
100249	100249.tambets-2018-610	0.00997899	0.00292824	Estonians
100252	100252.tambets-2018-610	0.0101646	0.00282906	Estonians
100253	100253.tambets-2018-610	0.0106608	0.00314259	Estonians
100254	100254.tambets-2018-610	0.00991195	0.00180391	Estonians
100257	100257.tambets-2018-610	0.00960021	0.00183458	Estonians
100258	100258.tambets-2018-610	0.0100456	0.0025958	Estonians
100259	100259.tambets-2018-610	0.00956348	0.00226517	Estonians
100261	100261.tambets-2018-610	0.00949017	0.00259231	Estonians
100263	100263.tambets-2018-610	0.0103483	0.00315203	Estonians
100520	100520.tambets-2018-610	0.00958773	0.00250439	Estonians
100531	100531.tambets-2018-610	0.00967691	0.00224463	Estonians
100550	100550.tambets-2018-610	0.00990296	0.00258853	Estonians
100557	100557.tambets-2018-610	0.00958849	0.00268097	Estonians
100558	100558.tambets-2018-610	0.00996156	0.00307603	Estonians
400204	400204.tambets-2018-610	0.00975183	0.00280362	Estonians
400206	400206.tambets-2018-610	0.00911199	0.00161463	Estonians
400209	400209.tambets-2018-610	0.00977462	0.00244566	Estonians
400210	400210.tambets-2018-610	0.00928514	0.00162844	Estonians
400221	400221.tambets-2018-610	0.00902214	0.00203125	Estonians
400235	400235.tambets-2018-610	0.0099794	0.00446968	Estonians
400236	400236.tambets-2018-610	0.00946458	0.00219561	Estonians
400237	400237.tambets-2018-610	0.00980281	0.00337174	Estonians
400238	400238.tambets-2018-610	0.0102193	0.00310014	Estonians
400240	400240.tambets-2018-610	0.0103685	0.00369924	Estonians
4159588086-A	4159588086-A.russian-genome	0.00925349	0.00228642	Russians
4159588086-B	4159588086-B.russian-genome	0.00941652	0.00274141	Russians
4159588297-A	4159588297-A.russian-genome	0.00841484	0.000744122	Russians
4159588297-B	4159588297-B.russian-genome	0.00983096	0.00377133	Russians
4159588392-A	4159588392-A.russian-genome	0.00968483	0.0023977	Russians
4159588392-B	4159588392-B.russian-genome	0.0079643	-0.000343671	Russians
4159588416-A	4159588416-A.russian-genome	-0.00297041	-0.0131237	Russians
4159588416-B	4159588416-B.russian-genome	0.00720113	-0.000486377	Russians
4159588417-A	4159588417-A.russian-genome	0.00937458	0.00262833	Russians
4159588417-B	4159588417-B.russian-genome	0.00858109	0.00144826	Russians
4159588431-A	4159588431-A.russian-genome	0.00808237	0.000584361	Russians
4159588431-B	4159588431-B.russian-genome	0.00994475	0.00251984	Russians
4159588644-A	4159588644-A.russian-genome	-0.00181118	-0.0135023	Russians
4159588644-B	4159588644-B.russian-genome	0.00915509	0.00117563	Russians
4159588645-A	4159588645-A.russian-genome	0.00753393	5.3329e-05	Russians
4159588645-B	4159588645-B.russian-genome	0.00754009	-0.000579004	Russians
4159588678-A	4159588678-A.russian-genome	0.0104136	0.00426338	Russians
4159588678-B	4159588678-B.russian-genome	0.00949683	0.00219826	Russians
4159588694-A	4159588694-A.russian-genome	0.0081858	3.58888e-05	Russians
4159588694-B	4159588694-B.russian-genome	0.00817391	0.00165529	Russians
4159588737-A	4159588737-A.russian-genome	0.00719834	0.00195499	Russians
4159588737-B	4159588737-B.russian-genome	0.00901526	0.00284924	Russians
4159588752-A	4159588752-A.russian-genome	0.00900431	0.00210838	Russians
4159588752-B	4159588752-B.russian-genome	0.00290877	-0.0062405	Russians
4159588824-B	4159588824-B.russian-genome	0.00737405	0.000237781	Russians
4159588825-A	4159588825-A.russian-genome	0.00895765	0.00209605	Russians
4159588825-B	4159588825-B.russian-genome	0.0103198	0.00333706	Russians
4159588826-A	4159588826-A.russian-genome	0.0027311	-0.00746175	Russians
4159588826-B	4159588826-B.russian-genome	0.010197	0.00365875	Russians
4159588837-B	4159588837-B.russian-genome	0.00859773	0.00155421	Russians
4159588856-A	4159588856-A.russian-genome	0.00802651	0.000352696	Russians
4159588856-B	4159588856-B.russian-genome	0.00895359	0.00216731	Russians
4159588868-A	4159588868-A.russian-genome	0.00793914	0.000440742	Russians
4159588868-B	4159588868-B.russian-genome	0.00703422	-0.00147801	Russians
4159588877-A	4159588877-A.russian-genome	0.00385777	-0.00604213	Russians
4159588877-B	4159588877-B.russian-genome	0.00752598	-0.000722422	Russians
4159588898-A	4159588898-A.russian-genome	0.00701021	-0.000391827	Russians
4159588898-B	4159588898-B.russian-genome	0.00901606	0.00124402	Russians
4189242360-A	4189242360-A.russian-genome	-0.0146451	-0.0306954	Yakuts
4189242360-B	4189242360-B.russian-genome	-0.0156873	-0.0321451	Yakuts
4189242403-A	4189242403-A.russian-genome	-0.014603	-0.0316397	Yakuts
4189242403-B	4189242403-B.russian-genome	-0.0155984	-0.0323641	Yakuts
4189242404-A	4189242404-A.russian-genome	-0.0152044	-0.0317376	Yakuts
4189242404-B	4189242404-B.russian-genome	-0.0157157	-0.0324272	Yakuts
4189242429-A	4189242429-A.russian-genome	-0.0155482	-0.0321155	Yakuts
4189242429-B	4189242429-B.russian-genome	-0.0160083	-0.0331779	Yakuts
4247625673-A	4247625673-A.russian-genome	-0.0146411	-0.0313954	Yakuts
4247625673-B	4247625673-B.russian-genome	-0.0150169	-0.0312963	Yakuts
4247625674-A	4247625674-A.russian-genome	-0.0153508	-0.0320268	Yakuts
4247625715-A	4247625715-A.russian-genome	-0.0120244	-0.0276093	Yakuts
4247625715-B	4247625715-B.russian-genome	-0.0132196	-0.0275153	Yakuts
4247625716-A	4247625716-A.russian-genome	-0.0152119	-0.0316246	Yakuts
4247625716-B	4247625716-B.russian-genome	-0.0160196	-0.0327208	Yakuts
4247625717-B	4247625717-B.russian-genome	-0.0157514	-0.0320423	Yakuts
4247625785-A	4247625785-A.russian-genome	-0.015405	-0.0325089	Yakuts
4247625785-B	4247625785-B.russian-genome	-0.0157522	-0.0323082	Yakuts
4247625878-B	4247625878-B.russian-genome	-0.015488	-0.0319233	Yakuts
4252441358-A	4252441358-A.russian-genome	-0.0151351	-0.0324231	Yakuts
4252441358-B	4252441358-B.russian-genome	-0.0131116	-0.0287537	Yakuts
4252441455-A	4252441455-A.russian-genome	-0.0149451	-0.0312262	Yakuts
4252441455-B	4252441455-B.russian-genome	-0.0153055	-0.0323793	Yakuts
4252441456-A	4252441456-A.russian-genome	-0.0159139	-0.0317438	Yakuts
4252441457-A	4252441457-A.russian-genome	-0.0139772	-0.0291373	Yakuts
4252441457-B	4252441457-B.russian-genome	-0.0132231	-0.0288523	Yakuts
4252441491-A	4252441491-A.russian-genome	-0.0135011	-0.0290992	Yakuts
4252441491-B	4252441491-B.russian-genome	-0.0149587	-0.0318841	Yakuts
4252441590-A	4252441590-A.russian-genome	-0.0162178	-0.0328692	Yakuts
4252441590-B	4252441590-B.russian-genome	-0.0156968	-0.0323218	Yakuts
4252441591-A	4252441591-A.russian-genome	-0.0145618	-0.0306257	Yakuts
4252441591-B	4252441591-B.russian-genome	-0.0133462	-0.0293386	Yakuts
4252441596-A	4252441596-A.russian-genome	-0.0156716	-0.0323211	Yakuts
4252441596-B	4252441596-B.russian-genome	-0.0166104	-0.0331138	Yakuts
4252441599-A	4252441599-A.russian-genome	-0.0158496	-0.0327632	Yakuts
4252441599-B	4252441599-B.russian-genome	-0.0152322	-0.0308983	Yakuts
4252441600-B	4252441600-B.russian-genome	-0.0154788	-0.0324828	Yakuts
4252441601-A	4252441601-A.russian-genome	-0.0158561	-0.0322643	Yakuts
4252441601-B	4252441601-B.russian-genome	-0.0147861	-0.0311364	Yakuts
4252441619-A	4252441619-A.russian-genome	-0.0131411	-0.0288606	Yakuts
4252441619-B	4252441619-B.russian-genome	-0.0156852	-0.0324565	Yakuts
4252441651-B	4252441651-B.russian-genome	-0.00948947	-0.0216192	Kyrgyz
4252441653-A	4252441653-A.russian-genome	-0.00989091	-0.0224269	Kyrgyz
4252441653-B	4252441653-B.russian-genome	-0.00886547	-0.0212885	Kyrgyz
4252441715-B	4252441715-B.russian-genome	-0.00880288	-0.0217066	Kyrgyz
4257735210-A	4257735210-A.russian-genome	-0.00739156	-0.0195817	Kazakhs
4257735210-B	4257735210-B.russian-genome	-0.00706403	-0.0187775	Kazakhs
4257735223-A	4257735223-A.russian-genome	-0.0147014	-0.0306676	Mongols
4257735223-B	4257735223-B.russian-genome	-0.00921935	-0.0229323	Mongols
4257735224-A	4257735224-A.russian-genome	-0.0144499	-0.0294245	Mongols
4257735224-B	4257735224-B.russian-genome	-0.0141775	-0.0296605	Mongols
4257735225-A	4257735225-A.russian-genome	-0.00820014	-0.020662	Kazakhs
4257735225-B	4257735225-B.russian-genome	-0.00658551	-0.0191304	Kazakhs
4257735229-A	4257735229-A.russian-genome	-0.0141263	-0.0297652	Mongols
4257735230-A	4257735230-A.russian-genome	-0.0142252	-0.0296121	Mongols
4257735230-B	4257735230-B.russian-genome	-0.0111737	-0.0246342	Mongols
4257735231-A	4257735231-A.russian-genome	-0.0145431	-0.0302404	Mongols
4257735231-B	4257735231-B.russian-genome	-0.0143218	-0.0300523	Mongols
4257735262-A	4257735262-A.russian-genome	-0.0153966	-0.0303278	Mongols
4257735262-B	4257735262-B.russian-genome	-0.0140171	-0.0298222	Mongols
4257735264-B	4257735264-B.russian-genome	-0.0140356	-0.0291251	Mongols
4257735304-A	4257735304-A.russian-genome	-0.0064825	-0.01853	Kazakhs
4257735304-B	4257735304-B.russian-genome	-0.00691243	-0.0190935	Kazakhs
4257735306-A	4257735306-A.russian-genome	-0.00859229	-0.0202829	Kazakhs
4257735306-B	4257735306-B.russian-genome	-0.00734158	-0.0195636	Kazakhs
4257735316-A	4257735316-A.russian-genome	-0.00765468	-0.0200275	Kazakhs
4257735316-B	4257735316-B.russian-genome	-0.00772986	-0.0201061	Kazakhs
4257735317-A	4257735317-A.russian-genome	-0.00800157	-0.0202034	Kazakhs
4257735317-B	4257735317-B.russian-genome	-0.00360269	-0.0135248	Kazakhs
4257735318-A	4257735318-A.russian-genome	-0.00680044	-0.0189761	Kazakhs
4257735318-B	4257735318-B.russian-genome	-0.00729242	-0.0198968	Kazakhs
4257735359-A	4257735359-A.russian-genome	-0.00729778	-0.0201837	Kazakhs
4257735359-B	4257735359-B.russian-genome	-0.00941835	-0.0222498	Kazakhs
4257735504-A	4257735504-A.russian-genome	0.00859221	0.000171206	Russians
4257735504-B	4257735504-B.russian-genome	0.00788574	-0.000284484	Russians
4257735530-A	4257735530-A.russian-genome	0.0077098	-0.000223219	Russians
4257735530-B	4257735530-B.russian-genome	0.00746266	-0.000671373	Russians
4257735538-A	4257735538-A.russian-genome	0.00826293	-0.000447852	Russians
4257735538-B	4257735538-B.russian-genome	0.00756219	-0.00059265	Russians
4257735539-A	4257735539-A.russian-genome	0.00763959	-0.00035023	Russians
4257735539-B	4257735539-B.russian-genome	0.00758029	-0.000405674	Russians
4257735578-B	4257735578-B.russian-genome	-0.00696731	-0.0189527	Kazakhs
4257735582-A	4257735582-A.russian-genome	-0.00195919	-0.0125725	Mongols
4257735582-B	4257735582-B.russian-genome	-0.0147527	-0.0299501	Mongols
4257735595-A	4257735595-A.russian-genome	-0.0143843	-0.0305248	Mongols
4257735595-B	4257735595-B.russian-genome	-0.0140915	-0.0292612	Mongols
4257735597-A	4257735597-A.russian-genome	-0.00702984	-0.0197382	Kazakhs
4257735597-B	4257735597-B.russian-genome	-0.00727087	-0.0190018	Kazakhs
4257735598-A	4257735598-A.russian-genome	-0.00618498	-0.0195588	Mongols
4257735598-B	4257735598-B.russian-genome	-0.0102581	-0.0228974	Mongols
4257735599-A	4257735599-A.russian-genome	-0.0137385	-0.0292075	Mongols
4257735599-B	4257735599-B.russian-genome	-0.0145256	-0.0301409	Mongols
4257735600-A	4257735600-A.russian-genome	-0.0143727	-0.0295533	Mongols
4257735600-B	4257735600-B.russian-genome	-0.0148339	-0.0304834	Mongols
4257735607-A	4257735607-A.russian-genome	-0.00508296	-0.0159275	Kazakhs
4257735607-B	4257735607-B.russian-genome	0.00946671	0.00181009	Russians
4257735608-A	4257735608-A.russian-genome	-0.00635736	-0.018209	Kazakhs
4257735608-B	4257735608-B.russian-genome	-0.00693248	-0.0191158	Kazakhs
4257735609-B	4257735609-B.russian-genome	0.00864328	0.000942376	Russians
4257735613-A	4257735613-A.russian-genome	0.00830707	0.00110163	Russians
4257735614-A	4257735614-A.russian-genome	0.00809245	-4.65187e-05	Russians
4257735614-B	4257735614-B.russian-genome	0.00722845	-0.000867358	Russians
4257735622-A	4257735622-A.russian-genome	0.00613508	-0.00201312	Russians
4257735622-B	4257735622-B.russian-genome	0.00549571	-0.00136997	Russians
4257735639-A	4257735639-A.russian-genome	0.00960543	0.0025181	Russians
4257735639-B	4257735639-B.russian-genome	0.00796436	2.10782e-05	Russians
4257735651-A	4257735651-A.russian-genome	0.00754476	-0.00115143	Russians
4257735651-B	4257735651-B.russian-genome	0.00859509	0.00129947	Russians
4257735662-A	4257735662-A.russian-genome	-0.0142853	-0.0299565	Mongols
4257735662-B	4257735662-B.russian-genome	-0.00357663	-0.0151575	Mongols
4257735663-A	4257735663-A.russian-genome	0.00934369	0.00156772	Russians
4257735663-B	4257735663-B.russian-genome	0.00816901	0.00250197	Russians
4257735664-A	4257735664-A.russian-genome	-0.0142629	-0.0301298	Mongols
4257735664-B	4257735664-B.russian-genome	-0.0148063	-0.0300627	Mongols
4257735669-A	4257735669-A.russian-genome	-0.0145078	-0.0296992	Mongols
4257735669-B	4257735669-B.russian-genome	-0.0145697	-0.0294691	Mongols
4257735685-A	4257735685-A.russian-genome	-0.0150469	-0.0306407	Mongols
4257735685-B	4257735685-B.russian-genome	-0.0142508	-0.0296619	Mongols
4257735686-A	4257735686-A.russian-genome	-0.0146888	-0.0301885	Mongols
4257735686-B	4257735686-B.russian-genome	-0.0143314	-0.0297053	Mongols
4257735687-A	4257735687-A.russian-genome	-0.0152665	-0.0307544	Mongols
4257735687-B	4257735687-B.russian-genome	-0.0143716	-0.0299936	Mongols
4257735688-B	4257735688-B.russian-genome	-0.00675496	-0.0185726	Kazakhs
4257735689-A	4257735689-A.russian-genome	-0.00801451	-0.0207388	Kazakhs
4257735689-B	4257735689-B.russian-genome	-0.00697848	-0.0200169	Kazakhs
4257735690-A	4257735690-A.russian-genome	-0.00737331	-0.0195323	Kazakhs
4257735690-B	4257735690-B.russian-genome	-0.00740395	-0.0194267	Kazakhs
4257735734-A	4257735734-A.russian-genome	-0.00812988	-0.0201455	Kazakhs
4257735734-B	4257735734-B.russian-genome	-0.00636149	-0.0181388	Kazakhs
4257735735-A	4257735735-A.russian-genome	-0.0145059	-0.0300652	Mongols
4257735735-B	4257735735-B.russian-genome	-0.00892757	-0.0220918	Mongols
4257735745-A	4257735745-A.russian-genome	-0.0143716	-0.0298809	Mongols
4257735745-B	4257735745-B.russian-genome	-0.012713	-0.0275537	Mongols
4257735746-A	4257735746-A.russian-genome	-0.013629	-0.0295134	Mongols
4257735746-B	4257735746-B.russian-genome	-0.0139754	-0.0288278	Mongols
4257735747-A	4257735747-A.russian-genome	-0.0148635	-0.030133	Mongols
4257735747-B	4257735747-B.russian-genome	-0.0140947	-0.0296738	Mongols
4257735772-A	4257735772-A.russian-genome	-0.00781633	-0.0197417	Kazakhs
4257735772-B	4257735772-B.russian-genome	-0.0065107	-0.0176245	Kazakhs
4257735773-B	4257735773-B.russian-genome	-0.0089399	-0.021756	Kazakhs
4257735779-A	4257735779-A.russian-genome	-0.00791745	-0.0197645	Kazakhs
4257735779-B	4257735779-B.russian-genome	0.000470074	-0.00934916	Kazakhs
4257735780-A	4257735780-A.russian-genome	-0.00707768	-0.0191346	Kazakhs
4257735780-B	4257735780-B.russian-genome	-0.00723255	-0.0192433	Kazakhs
4257735802-A	4257735802-A.russian-genome	0.00846946	0.000754426	Russians
4257735802-B	4257735802-B.russian-genome	0.00753482	-4.60388e-05	Russians
4257735807-A	4257735807-A.russian-genome	-0.0143543	-0.0295645	Mongols
4257735807-B	4257735807-B.russian-genome	-0.0143377	-0.0296477	Mongols
4257735829-A	4257735829-A.russian-genome	0.0076373	-1.70333e-05	Russians
4257735829-B	4257735829-B.russian-genome	0.00743165	-0.00102112	Russians
4257735830-A	4257735830-A.russian-genome	0.00788888	-0.000375224	Russians
4257735830-B	4257735830-B.russian-genome	0.00743528	0.000430066	Russians
4257735836-B	4257735836-B.russian-genome	0.00847279	0.000760834	Russians
4257735837-B	4257735837-B.russian-genome	-0.00744651	-0.0191271	Kazakhs
4257735844-A	4257735844-A.russian-genome	-0.00720422	-0.0188714	Kazakhs
4257735844-B	4257735844-B.russian-genome	-0.0074178	-0.0194726	Kazakhs
4257735845-A	4257735845-A.russian-genome	-0.00752877	-0.0195872	Kazakhs
4257735845-B	4257735845-B.russian-genome	-0.0106576	-0.0246354	Kazakhs
4257735846-A	4257735846-A.russian-genome	-0.00795807	-0.0190016	Kazakhs
4257735846-B	4257735846-B.russian-genome	-0.00742617	-0.019142	Kazakhs
4257735849-A	4257735849-A.russian-genome	0.00795341	0.00059797	Russians
4257735849-B	4257735849-B.russian-genome	0.00919442	0.00229689	Russians
4257735850-A	4257735850-A.russian-genome	0.00817606	0.00011655	Russians
4257735850-B	4257735850-B.russian-genome	0.00754061	-0.000388424	Russians
4257735851-A	4257735851-A.russian-genome	0.00778269	0.00038133	Russians
4257735851-B	4257735851-B.russian-genome	0.00840936	0.000589977	Russians
4257735852-A	4257735852-A.russian-genome	0.0078105	4.2223e-05	Russians
4257735853-A	4257735853-A.russian-genome	0.00737829	-0.000789878	Russians
4257735853-B	4257735853-B.russian-genome	0.0084083	0.00030705	Russians
4257735854-A	4257735854-A.russian-genome	-0.00657776	-0.0181481	Kazakhs
4257735854-B	4257735854-B.russian-genome	-0.00670664	-0.0181804	Kazakhs
4257735872-A	4257735872-A.russian-genome	0.00793229	-0.000669138	Russians
4257735872-B	4257735872-B.russian-genome	0.00806081	0.000676291	Russians
4459273137-R01C01	4459273137-R01C01.russian-genome	0.00875805	0.0036674	Abkhazians
4459273137-R01C02	4459273137-R01C02.russian-genome	0.00801277	0.00528742	Abkhazians
4459273137-R02C01	4459273137-R02C01.russian-genome	0.00831974	0.00524467	Abkhazians
4459273137-R02C02	4459273137-R02C02.russian-genome	0.00816742	0.00588827	Abkhazians
4459273138-R01C01	4459273138-R01C01.russian-genome	0.00729939	0.00392829	Abkhazians
4459273138-R01C02	4459273138-R01C02.russian-genome	0.00813117	0.00442874	Abkhazians
4459273138-R02C01	4459273138-R02C01.russian-genome	0.00825229	0.00500979	Abkhazians
4459273138-R02C02	4459273138-R02C02.russian-genome	0.00807261	0.00537743	Abkhazians
4459273139-R01C02	4459273139-R01C02.russian-genome	0.00255862	-0.00853823	Udmurts
4459273139-R02C01	4459273139-R02C01.russian-genome	0.00366257	-0.00649279	Udmurts
4459273152-R01C01	4459273152-R01C01.russian-genome	0.00314047	-0.00775773	Udmurts
4459273152-R01C02	4459273152-R01C02.russian-genome	0.00203319	-0.00842941	Udmurts
4459273152-R02C01	4459273152-R02C01.russian-genome	0.00213395	-0.00900526	Udmurts
4459273152-R02C02	4459273152-R02C02.russian-genome	0.00251009	-0.0081753	Udmurts
4459273153-R01C01	4459273153-R01C01.russian-genome	0.00406952	-0.00617533	Udmurts
4459273153-R02C01	4459273153-R02C01.russian-genome	0.00201459	-0.00901348	Udmurts
4459273153-R02C02	4459273153-R02C02.russian-genome	0.00285367	-0.00742727	Udmurts
4459273154-R01C02	4459273154-R01C02.russian-genome	0.00223104	-0.00863892	Udmurts
4459273154-R02C01	4459273154-R02C01.russian-genome	0.00294046	-0.00804839	Udmurts
4459273154-R02C02	4459273154-R02C02.russian-genome	0.00203293	-0.00891745	Udmurts
4459273156-R02C01	4459273156-R02C01.russian-genome	0.00235903	-0.00800219	Udmurts
4459273169-R01C01	4459273169-R01C01.russian-genome	0.00373711	-0.00617822	Udmurts
4459273169-R01C02	4459273169-R01C02.russian-genome	0.00329296	-0.00696295	Udmurts
4459273169-R02C01	4459273169-R02C01.russian-genome	0.00258897	-0.00836384	Udmurts
4459273169-R02C02	4459273169-R02C02.russian-genome	0.00225633	-0.00885071	Udmurts
4459273477-R01C02	4459273477-R01C02.russian-genome	-0.00213737	-0.00999959	Uzbeks
4459273477-R02C01	4459273477-R02C01.russian-genome	-0.00390961	-0.0138775	Uzbeks
4459273477-R02C02	4459273477-R02C02.russian-genome	-0.00341565	-0.011812	Uzbeks
4459273478-R01C01	4459273478-R01C01.russian-genome	-0.00235533	-0.011128	Uzbeks
4459273478-R01C02	4459273478-R01C02.russian-genome	-0.00132056	-0.00906274	Uzbeks
4459273478-R02C01	4459273478-R02C01.russian-genome	-0.00281129	-0.0118365	Uzbeks
4459273478-R02C02	4459273478-R02C02.russian-genome	-0.00343818	-0.0126432	Uzbeks
4459273479-R01C01	4459273479-R01C01.russian-genome	-0.00217736	-0.0110585	Uzbeks
4459273479-R01C02	4459273479-R01C02.russian-genome	0.00249558	-0.00584741	Uzbeks
4459273479-R02C01	4459273479-R02C01.russian-genome	0.00101994	-0.00809283	Uzbeks
4459273479-R02C02	4459273479-R02C02.russian-genome	-0.00297308	-0.0120415	Uzbeks
4459273495-R01C01	4459273495-R01C01.russian-genome	-0.000886202	-0.00888196	Uzbeks
4459273495-R01C02	4459273495-R01C02.russian-genome	-0.0019775	-0.0104664	Uzbeks
4459273495-R02C01	4459273495-R02C01.russian-genome	-0.00380177	-0.0127436	Uzbeks
4459273495-R02C02	4459273495-R02C02.russian-genome	-5.73508e-05	-0.00931973	Uzbeks
4459273506-R01C01	4459273506-R01C01.russian-genome	-0.00328601	-0.0122796	Uzbeks
4459273506-R01C02	4459273506-R01C02.russian-genome	-0.00322148	-0.012732	Uzbeks
4459273506-R02C01	4459273506-R02C01.russian-genome	-0.00331153	-0.0125803	Uzbeks
4459273506-R02C02	4459273506-R02C02.russian-genome	-0.00252347	-0.0118704	Uzbeks
4459273507-R01C01	4459273507-R01C01.russian-genome	-0.00235311	-0.0101992	Uzbeks
4459273507-R01C02	4459273507-R01C02.russian-genome	-0.00257196	-0.0109008	Uzbeks
4459273507-R02C01	4459273507-R02C01.russian-genome	-0.00399903	-0.0127709	Uzbeks
4459273507-R02C02	4459273507-R02C02.russian-genome	-0.00242775	-0.0108062	Uzbeks
4459273508-R01C01	4459273508-R01C01.russian-genome	-0.00366097	-0.0127614	Uzbeks
4459273508-R01C02	4459273508-R01C02.russian-genome	-0.00255206	-0.0111773	Uzbeks
4459273508-R02C01	4459273508-R02C01.russian-genome	-0.002951	-0.0123538	Uzbeks
4459273508-R02C02	4459273508-R02C02.russian-genome	-0.00290534	-0.0117272	Uzbeks
4459273513-R01C01	4459273513-R01C01.russian-genome	-0.00380811	-0.0131635	Uzbeks
4459273513-R01C02	4459273513-R01C02.russian-genome	-0.00287421	-0.0111208	Uzbeks
4459273513-R02C01	4459273513-R02C01.russian-genome	-0.00257677	-0.0111446	Uzbeks
4459273513-R02C02	4459273513-R02C02.russian-genome	-0.00382903	-0.0138536	Uzbeks
4459273514-R01C01	4459273514-R01C01.russian-genome	-0.00342644	-0.0124364	Uzbeks
4459273514-R01C02	4459273514-R01C02.russian-genome	-0.00209678	-0.0107852	Uzbeks
4459273514-R02C01	4459273514-R02C01.russian-genome	-0.0027755	-0.011451	Uzbeks
4459273514-R02C02	4459273514-R02C02.russian-genome	5.61757e-05	-0.00919386	Uzbeks
4459273518-R01C01	4459273518-R01C01.russian-genome	-0.00178555	-0.00997132	Uzbeks
4459273518-R01C02	4459273518-R01C02.russian-genome	-0.00324641	-0.0118807	Uzbeks
4459273518-R02C01	4459273518-R02C01.russian-genome	-0.00189201	-0.0108004	Uzbeks
4459273518-R02C02	4459273518-R02C02.russian-genome	-0.00912662	-0.0218615	Uzbeks
4459273519-R01C01	4459273519-R01C01.russian-genome	0.00607126	-0.00321697	Udmurts
4459273519-R01C02	4459273519-R01C02.russian-genome	0.00331535	-0.00762414	Udmurts
4459273519-R02C01	4459273519-R02C01.russian-genome	0.00545256	-0.00297145	Udmurts
4459273519-R02C02	4459273519-R02C02.russian-genome	0.00271484	-0.0078134	Udmurts
4459273520-R01C01	4459273520-R01C01.russian-genome	0.00313206	-0.00786503	Udmurts
4459273520-R01C02	4459273520-R01C02.russian-genome	0.00198531	-0.00912427	Udmurts
4459273520-R02C01	4459273520-R02C01.russian-genome	0.00233069	-0.00861441	Udmurts
4459273520-R02C02	4459273520-R02C02.russian-genome	0.00446095	-0.005176	Udmurts
4459273536-R01C01	4459273536-R01C01.russian-genome	0.00426901	-0.00452903	Tatars
4459273536-R01C02	4459273536-R01C02.russian-genome	0.00410146	-0.00500087	Tatars
4459273536-R02C01	4459273536-R02C01.russian-genome	0.00481203	-0.002929	Tatars
4459273536-R02C02	4459273536-R02C02.russian-genome	0.00509892	-0.00349343	Tatars
4459273538-R01C01	4459273538-R01C01.russian-genome	0.00420454	-0.00440544	Tatars
4459273538-R01C02	4459273538-R01C02.russian-genome	0.00371666	-0.00487173	Tatars
4459273538-R02C01	4459273538-R02C01.russian-genome	0.00488	-0.00467	Tatars
4459273538-R02C02	4459273538-R02C02.russian-genome	0.00347778	-0.00564718	Tatars
4459273542-R01C01	4459273542-R01C01.russian-genome	0.0026878	-0.00625903	Tatars
4459273542-R01C02	4459273542-R01C02.russian-genome	0.00482264	-0.00289783	Tatars
4459273542-R02C01	4459273542-R02C01.russian-genome	0.00454609	-0.00471773	Tatars
4459273542-R02C02	4459273542-R02C02.russian-genome	0.00408452	-0.00465355	Tatars
4459273543-R01C01	4459273543-R01C01.russian-genome	0.00330488	-0.00611596	Tatars
4459273543-R01C02	4459273543-R01C02.russian-genome	0.00435109	-0.00383764	Tatars
4459273543-R02C01	4459273543-R02C01.russian-genome	0.00365189	-0.00482232	Tatars
4459273543-R02C02	4459273543-R02C02.russian-genome	0.00379263	-0.00459093	Tatars
4459273545-R01C01	4459273545-R01C01.russian-genome	0.00614614	-0.00060066	Tatars
4459273545-R01C02	4459273545-R01C02.russian-genome	0.00384248	-0.00618586	Tatars
4459273545-R02C01	4459273545-R02C01.russian-genome	0.00440221	-0.00400856	Tatars
4459273546-R01C01	4459273546-R01C01.russian-genome	-0.00994096	-0.0264252	Siberia
4459273546-R01C02	4459273546-R01C02.russian-genome	6.77288e-06	-0.011808	Siberia
4459273546-R02C01	4459273546-R02C01.russian-genome	-0.0083645	-0.0240665	Siberia
4459273546-R02C02	4459273546-R02C02.russian-genome	-0.0107828	-0.0272749	Siberia
4459273570-R01C02	4459273570-R01C02.russian-genome	-0.0118194	-0.0287706	Siberia
4459273570-R02C02	4459273570-R02C02.russian-genome	0.00164532	-0.00951651	Siberia
4459273584-R01C01	4459273584-R01C01.russian-genome	-0.00868535	-0.0247027	Siberia
4459273584-R01C02	4459273584-R01C02.russian-genome	-0.00989942	-0.0265847	Siberia
4459273584-R02C01	4459273584-R02C01.russian-genome	-0.00975277	-0.0259259	Siberia
4459273586-R01C01	4459273586-R01C01.russian-genome	-0.00741404	-0.0231997	Siberia
4459273586-R01C02	4459273586-R01C02.russian-genome	-0.00146491	-0.0135119	Siberia
4459273586-R02C01	4459273586-R02C01.russian-genome	-0.00905443	-0.026455	Siberia
4459273586-R02C02	4459273586-R02C02.russian-genome	-0.00951021	-0.0259987	Siberia
4459273587-R01C01	4459273587-R01C01.russian-genome	-0.00891259	-0.0255799	Siberia
