ID1	ID	PC1	PC2	POP
ashkenazy6w	ashkenazy6w.jew	0.00787138	0.00786694	Jews
ashkenazy7e	ashkenazy7e.jew	0.00785601	0.00708435	Jews
ashkenazy7w	ashkenazy7w.jew	0.0073238	0.00798582	Jews
ashkenazy8e	ashkenazy8e.jew	0.00774866	0.00683393	Jews
ashkenazy8w	ashkenazy8w.jew	0.00791322	0.00736407	Jews
ashkenazy9e	ashkenazy9e.jew	0.00753765	0.00643938	Jews
ashkenazy9w	ashkenazy9w.jew	0.00860318	0.00618213	Jews
Aydin18112	Aydin18112.lazaridis-2014	0.00509284	0.00128455	Turks
Aydin18419	Aydin18419.lazaridis-2014	0.00530752	0.00135975	Turks
Aydin18483	Aydin18483.lazaridis-2014	0.00414087	5.0508e-05	Turks
Aydin18596	Aydin18596.lazaridis-2014	0.00436282	-0.000277721	Turks
Aydin18636	Aydin18636.lazaridis-2014	0.00532245	0.00183574	Turks
Aydin18784	Aydin18784.lazaridis-2014	0.00487636	0.00078459	Turks
Aydin18873	Aydin18873.lazaridis-2014	0.00576738	0.00246095	Turks
azerB38	azerB38.turkic	0.00576111	0.00328684	Azerbaijanis
azerB59	azerB59.turkic	0.00515077	0.00217493	Azerbaijanis
azerB61	azerB61.turkic	0.00591177	0.00322407	Azerbaijanis
azerB64	azerB64.turkic	0.00542539	0.00289539	Azerbaijanis
azerb72	azerb72.turkic	0.0054878	0.00286209	Azerbaijanis
azerB8	azerB8.turkic	0.00559234	0.00319001	Azerbaijanis
azerbaijani13-1m	azerbaijani13-1m.turkic	0.00583735	0.00283854	Azerbaijanis
azerbaijani14-1m	azerbaijani14-1m.turkic	0.00740349	0.0042806	Azerbaijanis
AzerbJew204	AzerbJew204.jew	0.00706347	0.00612861	Jews
AzerbJew210	AzerbJew210.jew	0.00674882	0.00688134	Jews
AzerbJew213	AzerbJew213.jew	0.00725596	0.00701092	Jews
AzerbJew218	AzerbJew218.jew	0.00706738	0.00712183	Jews
azerE1	azerE1.turkic	0.00614888	0.00367761	Azerbaijanis
azerE3	azerE3.turkic	0.00584013	0.00348839	Azerbaijanis
azerE6	azerE6.turkic	0.00556143	0.00279336	Azerbaijanis
azerE70	azerE70.turkic	0.005293	0.00322173	Azerbaijanis
azerE82	azerE82.turkic	0.00557463	0.00297527	Azerbaijanis
azerE85	azerE85.turkic	0.00590917	0.00321428	Azerbaijanis
azerE89	azerE89.turkic	0.00546884	0.00279233	Azerbaijanis
azerE92	azerE92.turkic	0.00547983	0.00315579	Azerbaijanis
azerF111	azerF111.turkic	0.00571705	0.00268884	Azerbaijanis
azerF4	azerF4.turkic	0.00592735	0.003894	Azerbaijanis
AZR	0853.inner-eurasia	0.0067683	0.00330099	Azerbaijanis
AZR	0860.inner-eurasia	0.00695384	0.00402513	Azerbaijanis
AZR	0864.inner-eurasia	0.00663437	0.0033055	Azerbaijanis
AZR	0865.inner-eurasia	0.00605414	0.00343213	Azerbaijanis
AZR	0866.inner-eurasia	0.0065583	0.00356295	Azerbaijanis
AZR	0868.inner-eurasia	0.00610127	0.00267205	Azerbaijanis
AZR	0869.inner-eurasia	0.00637765	0.00272549	Azerbaijanis
AZR	0870.inner-eurasia	0.00645825	0.0035165	Azerbaijanis
AZR	1010.inner-eurasia	0.00598815	0.00345935	Azerbaijanis
AZR	1012.inner-eurasia	0.00496113	0.00236382	Azerbaijanis
AZR	1013.inner-eurasia	0.00567815	0.00366599	Azerbaijanis
AZR	1017.inner-eurasia	0.00514157	0.00242259	Azerbaijanis
AZR	1018.inner-eurasia	0.00609092	0.00384261	Azerbaijanis
AZR	1037.inner-eurasia	0.00597112	0.00274359	Azerbaijanis
AZR	1039.inner-eurasia	0.00630722	0.00391089	Azerbaijanis
AZR	1054.inner-eurasia	0.00612963	0.00369956	Azerbaijanis
AZR	1058.inner-eurasia	0.00556575	0.00301365	Azerbaijanis
AZR2-azer-Dagestan	AZR2-azer-Dagestan.turkic	0.00643401	0.00280975	Azerbaijanis
AZR4-azer-Dagestan	AZR4-azer-Dagestan.turkic	0.00660697	0.00353184	Azerbaijanis
AZR535-azer-Dagestan	AZR535-azer-Dagestan.turkic	0.00649979	0.00292625	Azerbaijanis
AZR8-azer-Dagestan	AZR8-azer-Dagestan.turkic	0.00709203	0.0039512	Azerbaijanis
AZR827-azer-Dagestan	AZR827-azer-Dagestan.turkic	0.00801464	0.00327918	Azerbaijanis
bal102	bal102.caucasus	0.00671239	0.00216434	Balkars
bal102	bal102.lazaridis-2014	0.00677119	0.0021027	Balkars
bal108	bal108.caucasus	0.00636783	0.00223981	Balkars
bal115	bal115.caucasus	0.00671594	0.00260884	Balkars
bal124	bal124.caucasus	0.00726715	0.00247517	Balkars
bal124	bal124.lazaridis-2014	0.00729977	0.00255135	Balkars
bal136	bal136.caucasus	0.00679782	0.00240551	Balkars
bal136	bal136.lazaridis-2014	0.00687308	0.00232413	Balkars
bal14	bal14.caucasus	0.00628556	0.00245373	Balkars
bal149	bal149.caucasus	0.0081235	0.00280851	Balkars
bal22	bal22.caucasus	0.00637446	0.00158678	Balkars
bal22	bal22.lazaridis-2014	0.00641263	0.00168953	Balkars
bal26	bal26.caucasus	0.00650831	0.00238467	Balkars
bal31	bal31.caucasus	0.00740137	0.00198414	Balkars
bal32	bal32.caucasus	0.00677679	0.00296012	Balkars
bal41	bal41.lazaridis-2014	0.00640197	0.00243222	Balkars
bal42	bal42.caucasus	0.00583085	0.00151112	Balkars
bal42	bal42.lazaridis-2014	0.00569508	0.00157428	Balkars
bal45	bal45.caucasus	0.00709467	0.0028464	Balkars
bal45	bal45.lazaridis-2014	0.00711018	0.00279069	Balkars
bal50	bal50.caucasus	0.00683748	0.00284563	Balkars
bal50	bal50.lazaridis-2014	0.00675265	0.00281832	Balkars
bal64	bal64.caucasus	0.0054488	0.00127498	Balkars
bal64	bal64.lazaridis-2014	0.00551001	0.00132951	Balkars
bal7	bal7.caucasus	0.00633515	0.00174735	Balkars
bal80	bal80.caucasus	0.00655803	0.00202764	Balkars
bal88	bal88.caucasus	0.00675636	0.00243095	Balkars
bal97	bal97.caucasus	0.00559233	0.00150444	Balkars
bal97	bal97.lazaridis-2014	0.00570177	0.00165546	Balkars
Balikesir16653	Balikesir16653.lazaridis-2014	0.00493753	0.00079639	Turks
Balikesir16675	Balikesir16675.lazaridis-2014	0.00451035	0.00074845	Turks
Balikesir16790	Balikesir16790.lazaridis-2014	0.00500829	0.00126337	Turks
Balikesir16887	Balikesir16887.lazaridis-2014	0.00442226	0.000312085	Turks
Balikesir17006	Balikesir17006.lazaridis-2014	0.00471757	0.000987587	Turks
balkar1-1m	balkar1-1m.turkic	0.00620666	0.00138522	Balkars
balkar2-1m	balkar2-1m.turkic	0.00674662	0.00173132	Balkars
balkar4-1m	balkar4-1m.turkic	0.00653724	0.00224527	Balkars
BAS	005.inner-eurasia	-0.00258493	-0.0135826	Bashkirs
BAS	006.inner-eurasia	-0.00247428	-0.0134201	Bashkirs
BAS	008.inner-eurasia	-0.00256266	-0.0148592	Bashkirs
BAS	014.inner-eurasia	-0.0018163	-0.013164	Bashkirs
BAS	017.inner-eurasia	-0.00235431	-0.0136671	Bashkirs
BAS	021.inner-eurasia	-0.00252994	-0.0138462	Bashkirs
BAS	029.inner-eurasia	-0.00169676	-0.01291	Bashkirs
BAS	031.inner-eurasia	-0.00308934	-0.0146733	Bashkirs
BAS	033.inner-eurasia	-0.00238813	-0.0139017	Bashkirs
BAS	034.inner-eurasia	-0.00248929	-0.0132668	Bashkirs
BAS	042.inner-eurasia	-0.00227219	-0.0134765	Bashkirs
BAS	045.inner-eurasia	-0.00267154	-0.0131307	Bashkirs
BAS	046.inner-eurasia	-0.00138381	-0.011988	Bashkirs
BAS	060.inner-eurasia	-0.00263446	-0.0146791	Bashkirs
BAS	062.inner-eurasia	-0.00225718	-0.0136379	Bashkirs
BAS	091.inner-eurasia	-0.000655208	-0.0117185	Bashkirs
BAS	094.inner-eurasia	0.00220556	-0.00672655	Bashkirs
BAS	096.inner-eurasia	-0.000564782	-0.0109337	Bashkirs
BAS	105.inner-eurasia	0.00437003	-0.0031452	Bashkirs
BAS	111.inner-eurasia	0.00285823	-0.00658523	Bashkirs
BAS	120.inner-eurasia	-0.000308763	-0.0108993	Bashkirs
BAS	121.inner-eurasia	0.00209565	-0.00722158	Bashkirs
BAS	125.inner-eurasia	0.00176175	-0.00831523	Bashkirs
BAS	135.inner-eurasia	0.000330295	-0.0095751	Bashkirs
BAS	1392.inner-eurasia	0.00322012	-0.00542491	Bashkirs
BAS	1393.inner-eurasia	0.00269591	-0.0067117	Bashkirs
BAS	1394.inner-eurasia	0.00258658	-0.00624705	Bashkirs
BAS	1396.inner-eurasia	0.00248637	-0.00658775	Bashkirs
BAS	1398.inner-eurasia	0.00351671	-0.0062323	Bashkirs
BAS	1400.inner-eurasia	0.00224401	-0.00811553	Bashkirs
BAS	150.inner-eurasia	-0.00152193	-0.0128529	Bashkirs
BAS	153.inner-eurasia	-0.000538667	-0.0113567	Bashkirs
BAS	156.inner-eurasia	-0.00174589	-0.0133006	Bashkirs
BAS	164.inner-eurasia	-0.00123976	-0.0121622	Bashkirs
BAS	600.inner-eurasia	-0.000957399	-0.0111761	Bashkirs
BAS	622.inner-eurasia	0.000237389	-0.0100531	Bashkirs
BAS	652.inner-eurasia	0.00191211	-0.00812606	Bashkirs
BAS	655.inner-eurasia	0.000527479	-0.0098087	Bashkirs
BAS	661.inner-eurasia	0.000931204	-0.00978203	Bashkirs
BAS	663.inner-eurasia	0.000412376	-0.00974527	Bashkirs
BAS	669.inner-eurasia	0.00190281	-0.00818306	Bashkirs
BAS	670.inner-eurasia	0.00171556	-0.00830533	Bashkirs
BAS	671.inner-eurasia	0.00162828	-0.00914213	Bashkirs
BAS	672.inner-eurasia	0.00170838	-0.00815148	Bashkirs
BAS	683.inner-eurasia	0.00132372	-0.00829499	Bashkirs
BAS	811.inner-eurasia	0.00299503	-0.00614999	Bashkirs
BAS	813.inner-eurasia	0.00330184	-0.00574147	Bashkirs
BAS	822.inner-eurasia	0.0027527	-0.00679235	Bashkirs
BAS	825.inner-eurasia	0.00243055	-0.00735853	Bashkirs
BAS	831.inner-eurasia	0.00379196	-0.00495559	Bashkirs
BAS	833.inner-eurasia	0.00271282	-0.00700059	Bashkirs
BAS	834.inner-eurasia	0.00277411	-0.00660398	Bashkirs
BAS	849.inner-eurasia	0.00240674	-0.00671476	Bashkirs
BAS22	BAS22.lazaridis-2014	0.0106411	0.00655539	Basques
BAS25	BAS25.lazaridis-2014	0.0106422	0.00651893	Basques
BAS27	BAS27.lazaridis-2014	0.0100139	0.00696105	Basques
BAS28	BAS28.lazaridis-2014	0.0106618	0.00713845	Basques
BAS30	BAS30.lazaridis-2014	0.010249	0.00677317	Basques
BAS31	BAS31.lazaridis-2014	0.0105882	0.00673279	Basques
BAS32	BAS32.lazaridis-2014	0.0109924	0.00691606	Basques
BAS33	BAS33.lazaridis-2014	0.0107004	0.00669929	Basques
BAS35	BAS35.lazaridis-2014	0.0104738	0.00638017	Basques
bashkir1	bashkir1.turkic	-0.00273306	-0.0139752	Bashkirs
bashkir10	bashkir10.turkic	-0.00292578	-0.0144722	Bashkirs
bashkir11	bashkir11.turkic	-0.00218941	-0.012476	Bashkirs
bashkir12	bashkir12.turkic	-0.00119122	-0.0118193	Bashkirs
bashkir13	bashkir13.turkic	-0.00356326	-0.015565	Bashkirs
bashkir14	bashkir14.turkic	-0.00101938	-0.011795	Bashkirs
bashkir15	bashkir15.turkic	-0.00227965	-0.0127815	Bashkirs
bashkir16	bashkir16.turkic	-0.0021082	-0.0130664	Bashkirs
bashkir17	bashkir17.turkic	-0.00305441	-0.0139524	Bashkirs
bashkir18	bashkir18.turkic	-0.000449246	-0.0110256	Bashkirs
bashkir19	bashkir19.turkic	-0.00184626	-0.013599	Bashkirs
bashkir2	bashkir2.turkic	-0.00311101	-0.0143414	Bashkirs
bashkir2-1m	bashkir2-1m.turkic	-0.00142849	-0.011623	Bashkirs
bashkir20	bashkir20.turkic	-0.00133109	-0.0128857	Bashkirs
bashkir3	bashkir3.turkic	-0.002074	-0.013424	Bashkirs
bashkir3-1m	bashkir3-1m.turkic	-0.00114367	-0.0111976	Bashkirs
bashkir4	bashkir4.turkic	-0.00222258	-0.0149157	Bashkirs
bashkir4-1m	bashkir4-1m.turkic	0.00118499	-0.00918555	Bashkirs
bashkir5	bashkir5.turkic	-0.00252978	-0.0144614	Bashkirs
bashkir6	bashkir6.turkic	-0.000875863	-0.0120605	Bashkirs
bashkir7	bashkir7.turkic	-0.00269881	-0.0145026	Bashkirs
bashkir8	bashkir8.turkic	-0.00253082	-0.013408	Bashkirs
bashkir9	bashkir9.turkic	0.000574913	-0.00866627	Bashkirs
bel110c	bel110c.lazaridis-2014	0.0100437	0.00333339	Belarusians
bel23s	bel23s.lazaridis-2014	0.0101558	0.00313121	Belarusians
bel30s	bel30s.lazaridis-2014	0.0103717	0.00380906	Belarusians
bel43s	bel43s.lazaridis-2014	0.0102182	0.00339853	Belarusians
BEL57	BEL57.lazaridis-2014	0.00907751	0.0079833	Italians
bel72c	bel72c.lazaridis-2014	0.01009	0.00295645	Belarusians
bel82s	bel82s.lazaridis-2014	0.0103336	0.00341051	Belarusians
bel8s	bel8s.lazaridis-2014	0.0100139	0.00372184	Belarusians
bel93c	bel93c.lazaridis-2014	0.0101629	0.00349396	Belarusians
belarusian23vp	belarusian23vp.khazar	0.00952694	0.00331076	Belarusians
belarusian23vp	belarusian23vp.lazaridis-2014	0.00956296	0.00343853	Belarusians
belarusian23vp	belarusian23vp.slavic	0.00956113	0.00329643	Belarusians
belarusian29zp	belarusian29zp.khazar	0.0100382	0.00444815	Belarusians
belarusian29zp	belarusian29zp.slavic	0.0100578	0.00442001	Belarusians
belarusian32zp	belarusian32zp.khazar	0.0103341	0.00420514	Belarusians
belarusian32zp	belarusian32zp.slavic	0.0103249	0.00414002	Belarusians
belarusian45vp	belarusian45vp.slavic	0.0101962	0.00368589	Belarusians
belarusian47zp	belarusian47zp.khazar	0.00984838	0.00403019	Belarusians
belarusian47zp	belarusian47zp.lazaridis-2014	0.00979961	0.00407061	Belarusians
belarusian47zp	belarusian47zp.slavic	0.00977839	0.0040721	Belarusians
belarusian50vp	belarusian50vp.khazar	0.0103609	0.00382686	Belarusians
belarusian50vp	belarusian50vp.slavic	0.0103826	0.00381103	Belarusians
belarusian52vp	belarusian52vp.khazar	0.0104142	0.00394313	Belarusians
belarusian52vp	belarusian52vp.slavic	0.0103643	0.00384745	Belarusians
belarusian54zp	belarusian54zp.khazar	0.0100706	0.00339072	Belarusians
belarusian54zp	belarusian54zp.slavic	0.0101086	0.00346098	Belarusians
belorus1	belorus1.jew	0.0100977	0.00382607	Belarusians
belorus10	belorus10.jew	0.00971095	0.003464	Belarusians
belorus2	belorus2.jew	0.0101417	0.00318481	Belarusians
belorus3	belorus3.jew	0.0103449	0.00339792	Belarusians
belorus4	belorus4.jew	0.0102516	0.00337459	Belarusians
belorus5	belorus5.jew	0.0103488	0.00380399	Belarusians
belorus6	belorus6.jew	0.0100875	0.00303288	Belarusians
belorus7	belorus7.jew	0.0101389	0.00308066	Belarusians
belorus8	belorus8.jew	0.0100577	0.00349889	Belarusians
belorus9	belorus9.khazar	0.0100551	0.00336978	Belarusians
Bishkek28442	Bishkek28442.lazaridis-2014	-0.00923284	-0.0220789	Kyrgyz
Bishkek28443	Bishkek28443.lazaridis-2014	-0.00926423	-0.0220885	Kyrgyz
Bishkek28445	Bishkek28445.lazaridis-2014	-0.0096902	-0.0225027	Kyrgyz
Bishkek28446	Bishkek28446.lazaridis-2014	-0.00850165	-0.0216614	Kyrgyz
Bishkek28449	Bishkek28449.lazaridis-2014	-0.00954759	-0.022921	Kyrgyz
Bishkek28451	Bishkek28451.lazaridis-2014	-0.00977339	-0.0225898	Kyrgyz
Bishkek28452	Bishkek28452.lazaridis-2014	-0.00905699	-0.0220064	Kyrgyz
Bishkek28454	Bishkek28454.lazaridis-2014	-0.0104888	-0.023663	Kyrgyz
Bishkek28456	Bishkek28456.lazaridis-2014	-0.00905673	-0.0220426	Kyrgyz
Bosnian-1	Bosnian-1.balkan	0.00722286	0.00349583	Bosniaks
Bosnian-10	Bosnian-10.balkan	0.0100075	0.00515454	Bosniaks
Bosnian-11	Bosnian-11.balkan	0.00989156	0.00537808	Bosniaks
Bosnian-12	Bosnian-12.balkan	0.0101248	0.00466479	Bosniaks
Bosnian-13	Bosnian-13.balkan	0.00988545	0.0050806	Bosniaks
Bosnian-14	Bosnian-14.balkan	0.00986381	0.00490311	Bosniaks
Bosnian-15	Bosnian-15.balkan	0.0105383	0.00497052	Bosniaks
Bosnian-16	Bosnian-16.balkan	0.00977875	0.00521862	Bosniaks
Bosnian-2	Bosnian-2.balkan	0.0101681	0.00524358	Bosniaks
Bosnian-3	Bosnian-3.balkan	0.0102725	0.0055865	Bosniaks
Bosnian-4	Bosnian-4.balkan	0.00973654	0.005019	Bosniaks
Bosnian-5	Bosnian-5.balkan	0.0105613	0.00490076	Bosniaks
Bosnian-6	Bosnian-6.balkan	0.00880522	0.00401662	Bosniaks
Bosnian-7	Bosnian-7.balkan	0.0098784	0.00521676	Bosniaks
Bosnian-8	Bosnian-8.balkan	0.00998003	0.00484754	Bosniaks
Bulgaria1	Bulgaria1.caucasus	0.00952255	0.00561056	Bulgarians
Bulgaria2	Bulgaria2.caucasus	0.00992222	0.00608563	Bulgarians
Bulgaria25	Bulgaria25.caucasus	0.0102886	0.00599251	Bulgarians
Bulgaria26	Bulgaria26.caucasus	0.00951748	0.00545191	Bulgarians
Bulgaria3	Bulgaria3.caucasus	0.00982867	0.0062953	Bulgarians
Bulgaria33	Bulgaria33.caucasus	0.00998899	0.00608597	Bulgarians
Bulgaria37	Bulgaria37.caucasus	0.00979028	0.00524645	Bulgarians
Bulgaria39	Bulgaria39.caucasus	0.0100603	0.00547012	Bulgarians
Bulgaria4	Bulgaria4.caucasus	0.0100473	0.00570976	Bulgarians
Bulgaria5	Bulgaria5.caucasus	0.00981452	0.00564709	Bulgarians
Bulgaria6	Bulgaria6.caucasus	0.00969616	0.00557726	Bulgarians
Bulgaria7	Bulgaria7.caucasus	0.00997293	0.00668667	Bulgarians
Bulgaria8	Bulgaria8.caucasus	0.00932094	0.00464866	Bulgarians
BulgarianA1	BulgarianA1.lazaridis-2014	0.00938876	0.00557242	Bulgarians
BulgarianA4	BulgarianA4.lazaridis-2014	0.0103051	0.00593897	Bulgarians
BulgarianB1	BulgarianB1.lazaridis-2014	0.0100155	0.00606908	Bulgarians
BulgarianB4	BulgarianB4.lazaridis-2014	0.0094564	0.00538907	Bulgarians
BulgarianC1	BulgarianC1.lazaridis-2014	0.00977655	0.00612532	Bulgarians
BulgarianD6	BulgarianD6.lazaridis-2014	0.00927857	0.0054863	Bulgarians
BulgarianE2	BulgarianE2.lazaridis-2014	0.010037	0.00504946	Bulgarians
BulgarianF1	BulgarianF1.lazaridis-2014	0.00955317	0.00556423	Bulgarians
BulgarianF2	BulgarianF2.lazaridis-2014	0.0100493	0.00553014	Bulgarians
BulgarianH2	BulgarianH2.lazaridis-2014	0.00955158	0.00600947	Bulgarians
BUR	003.inner-eurasia	-0.0148119	-0.0305166	Mongols
BUR	008.inner-eurasia	-0.0150842	-0.0304086	Mongols
BUR	009.inner-eurasia	-0.014844	-0.0306063	Mongols
BUR	042.inner-eurasia	-0.0138634	-0.0298174	Mongols
BUR	047.inner-eurasia	-0.0148283	-0.0301371	Mongols
BUR	050.inner-eurasia	-0.0137799	-0.0290908	Mongols
BUR	051.inner-eurasia	-0.0150351	-0.0308834	Mongols
BUR	074.inner-eurasia	-0.0151699	-0.0308266	Mongols
BUR	087.inner-eurasia	-0.0154465	-0.0307739	Mongols
BUR	101.inner-eurasia	-0.0133254	-0.0286301	Mongols
BUR	103.inner-eurasia	-0.015531	-0.0312841	Mongols
BUR	124.inner-eurasia	-0.0151653	-0.030661	Mongols
BUR	144.inner-eurasia	-0.0146125	-0.0306863	Mongols
BUR	145.inner-eurasia	-0.00703769	-0.0195555	Mongols
BUR	155.inner-eurasia	-0.0150955	-0.0309082	Mongols
BUR	158.inner-eurasia	-0.0150096	-0.031422	Mongols
BUR	160.inner-eurasia	-0.0148408	-0.0295793	Mongols
BUR	205.inner-eurasia	-0.01448	-0.0293175	Mongols
BUR	207.inner-eurasia	-0.0151874	-0.0306312	Mongols
BUR	215.inner-eurasia	-0.0147412	-0.0302322	Mongols
BUR	217.inner-eurasia	-0.0144188	-0.0301439	Mongols
BUR	224.inner-eurasia	-0.0149531	-0.0304841	Mongols
BUR	238.inner-eurasia	-0.0159565	-0.0322088	Mongols
BUR	255.inner-eurasia	-0.0146314	-0.0304312	Mongols
BUR	258.inner-eurasia	-0.0153179	-0.030484	Mongols
BUR	358.inner-eurasia	-0.0151336	-0.0308237	Mongols
BUR	382.inner-eurasia	-0.0142843	-0.029318	Mongols
BUR	415.inner-eurasia	-0.0145303	-0.0300376	Mongols
BUR	500.inner-eurasia	-0.0139316	-0.0287038	Mongols
BUR	531.inner-eurasia	-0.0147891	-0.0300329	Mongols
BUR	562.inner-eurasia	-0.0144248	-0.0304363	Mongols
BUR	568.inner-eurasia	-0.0148292	-0.0305014	Mongols
BUR	578.inner-eurasia	-0.0144972	-0.0297527	Mongols
BUR	587.inner-eurasia	-0.0137394	-0.0294729	Mongols
BUR	593.inner-eurasia	-0.00932318	-0.0228193	Mongols
BUR	594.inner-eurasia	-0.0145446	-0.0296442	Mongols
BUR	599.inner-eurasia	-0.0137497	-0.0294212	Mongols
BUR	605.inner-eurasia	-0.0143045	-0.0296739	Mongols
BUR	635.inner-eurasia	-0.0132154	-0.0287304	Mongols
BUR	645.inner-eurasia	-0.0142055	-0.0294245	Mongols
BUR	684.inner-eurasia	-0.0145286	-0.0297675	Mongols
BUR	694.inner-eurasia	-0.0139294	-0.02951	Mongols
BUR	706.inner-eurasia	-0.0157285	-0.0311552	Mongols
BUR	707.inner-eurasia	-0.0120513	-0.0262081	Mongols
buriat11-1m	buriat11-1m.turkic	-0.0143098	-0.0305996	Mongols
buriat2-1m	buriat2-1m.turkic	-0.0124152	-0.0282916	Mongols
buriat6-1m	buriat6-1m.turkic	-0.0144607	-0.0298035	Mongols
Burya10	Burya10.saqqaq	-0.0148609	-0.0306722	Mongols
Burya16	Burya16.saqqaq	-0.0153905	-0.0306385	Mongols
Buryat12	Buryat12.saqqaq	-0.0152704	-0.0307883	Mongols
Buryat14	Buryat14.saqqaq	-0.0155766	-0.0316445	Mongols
Buryat15	Buryat15.saqqaq	-0.015137	-0.030554	Mongols
Buryat17	Buryat17.saqqaq	-0.0153926	-0.0314216	Mongols
buryat18	buryat18.saqqaq	-0.015309	-0.0312656	Mongols
Buryat2	Buryat2.saqqaq	-0.0146484	-0.0305513	Mongols
buryat20	buryat20.saqqaq	-0.0155614	-0.0310862	Mongols
buryat23	buryat23.saqqaq	-0.0152394	-0.0310305	Mongols
buryat24	buryat24.saqqaq	-0.0152645	-0.030955	Mongols
buryat25	buryat25.saqqaq	-0.0152367	-0.030759	Mongols
buryat26	buryat26.saqqaq	-0.0158023	-0.0314555	Mongols
buryat27	buryat27.saqqaq	-0.0140514	-0.0289477	Mongols
Buryat3	Buryat3.saqqaq	-0.0153934	-0.0311131	Mongols
Buryat4	Buryat4.saqqaq	-0.0148485	-0.0309234	Mongols
Buryat6	Buryat6.saqqaq	-0.0148476	-0.0310558	Mongols
Buryat8	Buryat8.saqqaq	-0.0145103	-0.0308437	Mongols
Buryat9	Buryat9.saqqaq	-0.0152978	-0.0316025	Mongols
C-Russian1006	C-Russian1006.tambets-2018-610	0.00847196	0.00116114	Russians
C-Russian1012	C-Russian1012.tambets-2018-610	0.00943824	0.00267071	Russians
C-Sicily50	C-Sicily50.khazar	0.00767304	0.00726321	Italians
C-Sicily57	C-Sicily57.khazar	0.00853941	0.00750784	Italians
ch101	ch101.caucasus	0.00832091	0.00306596	Chechens
ch109	ch109.caucasus	0.00734845	0.002536	Chechens
ch11	ch11.caucasus	0.00725711	0.00311423	Chechens
ch113	ch113.caucasus	0.00757226	0.00343774	Chechens
ch113	ch113.lazaridis-2014	0.0078461	0.00345926	Chechens
ch126	ch126.caucasus	0.00762447	0.00369152	Chechens
ch126	ch126.lazaridis-2014	0.00773245	0.00364287	Chechens
ch131	ch131.caucasus	0.00697022	0.0026985	Chechens
ch150	ch150.caucasus	0.00787833	0.00307349	Chechens
ch16	ch16.caucasus	0.00721275	0.00321722	Chechens
ch16	ch16.lazaridis-2014	0.00737557	0.00311627	Chechens
ch170	ch170.caucasus	0.00761184	0.003588	Chechens
ch174	ch174.caucasus	0.00754547	0.00292206	Chechens
ch174	ch174.lazaridis-2014	0.00767675	0.00296236	Chechens
ch179	ch179.caucasus	0.00767	0.00328915	Chechens
ch179	ch179.lazaridis-2014	0.0076963	0.0031347	Chechens
ch193	ch193.caucasus	0.00776046	0.0035938	Chechens
ch193	ch193.lazaridis-2014	0.00779034	0.00364634	Chechens
ch21	ch21.caucasus	0.00723962	0.00236826	Chechens
ch21	ch21.lazaridis-2014	0.00720776	0.00240546	Chechens
ch3	ch3.caucasus	0.00756729	0.00376819	Chechens
ch3	ch3.lazaridis-2014	0.00750627	0.00384143	Chechens
ch31	ch31.caucasus	0.00815192	0.00432281	Chechens
ch31	ch31.lazaridis-2014	0.00813548	0.00424891	Chechens
ch34	ch34.caucasus	0.00742085	0.00341901	Chechens
ch55	ch55.caucasus	0.0078025	0.00309931	Chechens
ch60	ch60.caucasus	0.00829619	0.0034579	Chechens
ch76	ch76.caucasus	0.00728693	0.00303894	Chechens
ch86	ch86.caucasus	0.0075621	0.00320948	Chechens
Chambarak	591320.armenian	0.00888661	0.00625429	Armenians
Chambarak	591321.armenian	0.00798989	0.00656497	Armenians
Chambarak	591322.armenian	0.00783141	0.00648043	Armenians
Chambarak	591323.armenian	0.00775169	0.00678861	Armenians
Chambarak	591325.armenian	0.00814534	0.00639334	Armenians
Chambarak	591327.armenian	0.00740645	0.00623742	Armenians
Chambarak	591328.armenian	0.00769052	0.0066932	Armenians
Chambarak	591329.armenian	0.0078924	0.00642405	Armenians
Chambarak	591330.armenian	0.00818492	0.00691586	Armenians
Chambarak	591333.armenian	0.00863379	0.00629651	Armenians
Chambarak	591334.armenian	0.00791667	0.00646906	Armenians
Chambarak	591335.armenian	0.00785707	0.00643227	Armenians
Chambarak	591336.armenian	0.00793487	0.00628254	Armenians
Chambarak	591337.armenian	0.00838286	0.00621142	Armenians
Chambarak	591413.armenian	0.00764153	0.00689662	Armenians
Chambarak	591457.armenian	0.00811508	0.00688285	Armenians
Chambarak	594740.armenian	0.00795529	0.00657251	Armenians
Chambarak	594741.armenian	0.00770505	0.00692851	Armenians
Chambarak	594742.armenian	0.00822022	0.00650697	Armenians
Chambarak	594843.armenian	0.00804755	0.00652435	Armenians
Chambarak	595091.armenian	0.00797682	0.00704025	Armenians
Chambarak	595092.armenian	0.0080577	0.00620044	Armenians
Chambarak	595094.armenian	0.00802977	0.00684332	Armenians
Chambarak	595095.armenian	0.00792983	0.0068594	Armenians
Chambarak	595096.armenian	0.00827582	0.0064939	Armenians
Chambarak	595098.armenian	0.00780992	0.00580904	Armenians
Chambarak	595100.armenian	0.00835981	0.00690351	Armenians
Chambarak	595102.armenian	0.00839736	0.00723656	Armenians
Chambarak	595103.armenian	0.00780706	0.00641559	Armenians
Chambarak	605464.armenian	0.00800406	0.00643745	Armenians
CHRK	544.inner-eurasia	0.00660321	0.00176087	Circassians
chuvash1	chuvash1.jew	0.00237216	-0.00765731	Chuvash
