ID POP
4461875276-R02C02_4461875276-R02C02.russian-genome Circassians
4461875276-R01C02_4461875276-R01C02.russian-genome Circassians
4461875276-R01C01_4461875276-R01C01.russian-genome Circassians
kabardin4-1m_kabardin4-1m.turkic Circassians
kabardin2-1m_kabardin2-1m.turkic Circassians
kabardin1-1m_kabardin1-1m.turkic Circassians
4461875269-R02C01_4461875269-R02C01.russian-genome Circassians
4461875276-R02C01_4461875276-R02C01.russian-genome Circassians
Adg_227.inner-eurasia Circassians
4461875715-R01C01_4461875715-R01C01.russian-genome Circassians
Kab_18.inner-eurasia Circassians
CHRK_544.inner-eurasia Circassians
HGDP01400_HGDP01400.hgdp Circassians
HGDP01401_HGDP01401.hgdp Circassians
HGDP01402_HGDP01402.hgdp Circassians
HGDP01403_HGDP01403.hgdp Circassians
HGDP01404_HGDP01404.hgdp Circassians
Kab_16.inner-eurasia Circassians
KCHE_1337.inner-eurasia Circassians
Kab_22.inner-eurasia Circassians
Adg_185.inner-eurasia Circassians
Adg_192.inner-eurasia Circassians
Adg_194.inner-eurasia Circassians
Adg_222.inner-eurasia Circassians
Adg_224.inner-eurasia Circassians
Kab_26.inner-eurasia Circassians
Kab_30.inner-eurasia Circassians
Kab_24.inner-eurasia Circassians
HGDP01399_HGDP01399.hgdp Circassians
HGDP01398_HGDP01398.hgdp Circassians
HGDP01397_HGDP01397.hgdp Circassians
HGDP01381_HGDP01381.hgdp Circassians
HGDP01382_HGDP01382.hgdp Circassians
KCHE_1444.inner-eurasia Circassians
KCHE_1436.inner-eurasia Circassians
HGDP01383_HGDP01383.hgdp Circassians
KCHE_1526.inner-eurasia Circassians
KCHE_1527.inner-eurasia Circassians
KCHE_1530.inner-eurasia Circassians
Kab_5.inner-eurasia Circassians
Kab_10.inner-eurasia Circassians
Kab_13.inner-eurasia Circassians
HGDP01384_HGDP01384.hgdp Circassians
HGDP01385_HGDP01385.hgdp Circassians
HGDP01386_HGDP01386.hgdp Circassians
HGDP01387_HGDP01387.hgdp Circassians
HGDP01388_HGDP01388.hgdp Circassians
HGDP01396_HGDP01396.hgdp Circassians
LPGH_139.inner-eurasia Circassians
KCHE_1497.inner-eurasia Circassians
KCHE_1491.inner-eurasia Circassians
YY_18.inner-eurasia Circassians
YY_2.inner-eurasia Circassians
Shap_225.inner-eurasia Circassians
Shap_156.inner-eurasia Circassians
Shap_55.inner-eurasia Circassians
lpgh_303.inner-eurasia Circassians
Adg_238.inner-eurasia Circassians
YY_36.inner-eurasia Circassians
Croatia-Cro198_Croatia-Cro198.khazar Croats
Croatia-Cro302_Croatia-Cro302.khazar Croats
Croatia-Cro312_Croatia-Cro312.khazar Croats
Croatia-Cro344_Croatia-Cro344.khazar Croats
Croatia-Cro432_Croatia-Cro432.khazar Croats
CRO93_CRO93.lazaridis-2014 Croats
CRO48_CRO48.lazaridis-2014 Croats
CRO53_CRO53.lazaridis-2014 Croats
Croatia-Cro142_Croatia-Cro142.khazar Croats
CRO47_CRO47.lazaridis-2014 Croats
CRO41_CRO41.lazaridis-2014 Croats
CRO31_CRO31.lazaridis-2014 Croats
CRO153_CRO153.lazaridis-2014 Croats
CRO66_CRO66.lazaridis-2014 Croats
Croatia-Cro141_Croatia-Cro141.khazar Croats
Croatia-Cro43_Croatia-Cro43.khazar Croats
Croatia-Cro133_Croatia-Cro133.khazar Croats
Croatia-Cro53_Croatia-Cro53.khazar Croats
Croatia-Cro26_Croatia-Cro26.khazar Croats
Croatia-B-H20H_Croatia-B-H20H.khazar Croats
croatia-B-H19_croatia-B-H19.khazar Croats
croatia-B-H12_croatia-B-H12.khazar Croats
Croatia-B-H8H_Croatia-B-H8H.khazar Croats
croatia-B-H6_croatia-B-H6.khazar Croats
Croatia-B-H1H_Croatia-B-H1H.khazar Croats
croatia-B-H1_croatia-B-H1.khazar Croats
croatBHCHZ13-1m_croatBHCHZ13-1m.khazar Croats
croatBHCHZ11-1m_croatBHCHZ11-1m.khazar Croats
croatBHCB16-1m_croatBHCB16-1m.khazar Croats
croatBHCB12-1m_croatBHCB12-1m.khazar Croats
Croatia-Cro140_Croatia-Cro140.khazar Croats
CRO107_CRO107.lazaridis-2014 Croats
Croatia-Cro305_Croatia-Cro305.khazar Croats
CRO103_CRO103.lazaridis-2014 Croats
NA15724_NA15724.lazaridis-2014 Czechs
NA15726_NA15726.lazaridis-2014 Czechs
NA15727_NA15727.lazaridis-2014 Czechs
NA15728_NA15728.lazaridis-2014 Czechs
NA15730_NA15730.lazaridis-2014 Czechs
NA15725_NA15725.lazaridis-2014 Czechs
NA15731_NA15731.lazaridis-2014 Czechs
NA15729_NA15729.lazaridis-2014 Czechs
NA15733_NA15733.lazaridis-2014 Czechs
NA15732_NA15732.lazaridis-2014 Czechs
DAG06_830.inner-eurasia Dargins
DAG06_826.inner-eurasia Dargins
DAG06_260.inner-eurasia Dargins
DAG06_261.inner-eurasia Dargins
DAG06_262.inner-eurasia Dargins
DAG_205.inner-eurasia Dargins
DAG_200.inner-eurasia Dargins
DAG06_786.inner-eurasia Dargins
DAG06_578.inner-eurasia Dargins
DAG_350.inner-eurasia Dargins
DAG_180.inner-eurasia Dargins
DAG_231.inner-eurasia Dargins
DAG_213.inner-eurasia Dargins
DAG_211.inner-eurasia Dargins
DAG_210.inner-eurasia Dargins
DAG_232.inner-eurasia Dargins
DAG_146.inner-eurasia Dargins
DAG06_824.inner-eurasia Dargins
DAG_225.inner-eurasia Dargins
DAG_165.inner-eurasia Dargins
DAG_206.inner-eurasia Dargins
DAG_161.inner-eurasia Dargins
HG00109_HG00109.1kg English
HG00154_HG00154.1kg English
HG00160_HG00160.1kg English
HG00108_HG00108.1kg English
HG00157_HG00157.1kg English
HG00107_HG00107.1kg English
HG00114_HG00114.1kg English
HG00105_HG00105.1kg English
HG00103_HG00103.1kg English
HG00159_HG00159.1kg English
HG00158_HG00158.1kg English
HG00231_HG00231.lazaridis-2014 English
HG00096_HG00096.1kg English
HG00232_HG00232.lazaridis-2014 English
HG00233_HG00233.lazaridis-2014 English
HG00234_HG00234.lazaridis-2014 English
HG00112_HG00112.1kg English
HG00111_HG00111.1kg English
HG00110_HG00110.1kg English
HG00113_HG00113.1kg English
HG00106_HG00106.1kg English
HG00151_HG00151.1kg English
HG00116_HG00116.1kg English
HG00097_HG00097.1kg English
HG00099_HG00099.1kg English
HG00100_HG00100.1kg English
HG00101_HG00101.1kg English
HG00102_HG00102.1kg English
HG00126_HG00126.lazaridis-2014 English
HG00128_HG00128.lazaridis-2014 English
HG00129_HG00129.lazaridis-2014 English
HG00130_HG00130.lazaridis-2014 English
HG00131_HG00131.lazaridis-2014 English
HG00115_HG00115.1kg English
HG00160_HG00160.lazaridis-2014 English
HG00126_HG00126.1kg English
HG00125_HG00125.1kg English
HG00123_HG00123.1kg English
HG00122_HG00122.1kg English
HG00121_HG00121.1kg English
HG00120_HG00120.1kg English
HG00119_HG00119.1kg English
HG00232_HG00232.1kg English
HG00118_HG00118.1kg English
HG00117_HG00117.1kg English
HG00127_HG00127.1kg English
HG00233_HG00233.1kg English
HG00231_HG00231.1kg English
HG00235_HG00235.1kg English
HG00250_HG00250.1kg English
HG00251_HG00251.1kg English
HG00252_HG00252.1kg English
HG00253_HG00253.1kg English
HG00254_HG00254.1kg English
HG00255_HG00255.1kg English
HG00256_HG00256.1kg English
HG00257_HG00257.1kg English
HG00234_HG00234.1kg English
HG00259_HG00259.1kg English
HG00260_HG00260.1kg English
HG00261_HG00261.1kg English
HG00262_HG00262.1kg English
HG00263_HG00263.1kg English
HG00264_HG00264.1kg English
HG00265_HG00265.1kg English
HG01334_HG01334.1kg English
HG01789_HG01789.1kg English
HG01790_HG01790.1kg English
HG01791_HG01791.1kg English
HG00145_HG00145.1kg English
HG00146_HG00146.1kg English
HG00148_HG00148.1kg English
HG02215_HG02215.1kg English
HG00155_HG00155.1kg English
HG00149_HG00149.1kg English
HG00150_HG00150.1kg English
HG00246_HG00246.1kg English
HG00143_HG00143.1kg English
HG00258_HG00258.1kg English
HG00141_HG00141.1kg English
HG00236_HG00236.1kg English
HG00237_HG00237.1kg English
HG00142_HG00142.1kg English
HG00239_HG00239.1kg English
HG00240_HG00240.1kg English
HG00242_HG00242.1kg English
HG00243_HG00243.1kg English
HG00244_HG00244.1kg English
HG00245_HG00245.1kg English
HG00128_HG00128.1kg English
HG00129_HG00129.1kg English
HG00130_HG00130.1kg English
HG00131_HG00131.1kg English
HG00132_HG00132.1kg English
HG00238_HG00238.1kg English
HG00136_HG00136.1kg English
HG00137_HG00137.1kg English
HG00140_HG00140.1kg English
HG00139_HG00139.1kg English
HG00138_HG00138.1kg English
HG00133_HG00133.1kg English
HG03370_HG03370.1kg Esan
HG03367_HG03367.1kg Esan
HG03366_HG03366.1kg Esan
HG03363_HG03363.1kg Esan
HG03354_HG03354.1kg Esan
HG03352_HG03352.1kg Esan
HG03343_HG03343.1kg Esan
HG03342_HG03342.1kg Esan
HG03313_HG03313.1kg Esan
HG03311_HG03311.1kg Esan
HG03304_HG03304.1kg Esan
HG03303_HG03303.1kg Esan
HG03301_HG03301.1kg Esan
HG03351_HG03351.1kg Esan
HG03372_HG03372.1kg Esan
HG03511_HG03511.1kg Esan
HG03514_HG03514.1kg Esan
HG03109_HG03109.lazaridis-2014 Esan
HG03108_HG03108.lazaridis-2014 Esan
HG03100_HG03100.lazaridis-2014 Esan
HG03099_HG03099.lazaridis-2014 Esan
HG02974_HG02974.lazaridis-2014 Esan
HG02943_HG02943.lazaridis-2014 Esan
HG03499_HG03499.1kg Esan
HG02923_HG02923.lazaridis-2014 Esan
HG03300_HG03300.1kg Esan
HG03521_HG03521.1kg Esan
HG03520_HG03520.1kg Esan
HG03518_HG03518.1kg Esan
HG03517_HG03517.1kg Esan
HG03515_HG03515.1kg Esan
HG02922_HG02922.lazaridis-2014 Esan
HG03298_HG03298.1kg Esan
HG03369_HG03369.1kg Esan
HG03295_HG03295.1kg Esan
HG03103_HG03103.1kg Esan
HG03105_HG03105.1kg Esan
HG03108_HG03108.1kg Esan
HG03109_HG03109.1kg Esan
HG03111_HG03111.1kg Esan
HG03112_HG03112.1kg Esan
HG03114_HG03114.1kg Esan
HG03100_HG03100.1kg Esan
HG03115_HG03115.1kg Esan
HG03118_HG03118.1kg Esan
HG03120_HG03120.1kg Esan
HG03121_HG03121.1kg Esan
HG03297_HG03297.1kg Esan
HG03124_HG03124.1kg Esan
HG03126_HG03126.1kg Esan
HG03127_HG03127.1kg Esan
HG03117_HG03117.1kg Esan
HG03099_HG03099.1kg Esan
HG02981_HG02981.1kg Esan
HG02979_HG02979.1kg Esan
HG02922_HG02922.1kg Esan
HG02923_HG02923.1kg Esan
HG02938_HG02938.1kg Esan
HG02941_HG02941.1kg Esan
HG02943_HG02943.1kg Esan
HG02944_HG02944.1kg Esan
HG02946_HG02946.1kg Esan
HG02947_HG02947.1kg Esan
HG02952_HG02952.1kg Esan
HG02953_HG02953.1kg Esan
HG02968_HG02968.1kg Esan
HG02970_HG02970.1kg Esan
HG02971_HG02971.1kg Esan
HG02973_HG02973.1kg Esan
HG02974_HG02974.1kg Esan
HG02976_HG02976.1kg Esan
HG02977_HG02977.1kg Esan
HG03129_HG03129.1kg Esan
HG03130_HG03130.1kg Esan
HG03123_HG03123.1kg Esan
HG03195_HG03195.1kg Esan
HG03175_HG03175.1kg Esan
HG03189_HG03189.1kg Esan
HG03190_HG03190.1kg Esan
HG03193_HG03193.1kg Esan
HG03196_HG03196.1kg Esan
HG03198_HG03198.1kg Esan
HG03199_HG03199.1kg Esan
HG03202_HG03202.1kg Esan
HG03265_HG03265.1kg Esan
HG03267_HG03267.1kg Esan
HG03268_HG03268.1kg Esan
HG03270_HG03270.1kg Esan
HG03271_HG03271.1kg Esan
HG03279_HG03279.1kg Esan
HG03280_HG03280.1kg Esan
HG03291_HG03291.1kg Esan
HG03294_HG03294.1kg Esan
HG03172_HG03172.1kg Esan
HG03168_HG03168.1kg Esan
HG03169_HG03169.1kg Esan
HG03133_HG03133.1kg Esan
HG03163_HG03163.1kg Esan
HG03162_HG03162.1kg Esan
HG03160_HG03160.1kg Esan
HG03159_HG03159.1kg Esan
HG03157_HG03157.1kg Esan
HG03139_HG03139.1kg Esan
HG03136_HG03136.1kg Esan
HG03135_HG03135.1kg Esan
HG03166_HG03166.1kg Esan
HG03132_HG03132.1kg Esan
ee149_ee149.malta Estonians
ee147_ee147.malta Estonians
ee144_ee144.malta Estonians
ee140_ee140.malta Estonians
ee105_ee105.malta Estonians
ee136_ee136.malta Estonians
ee114_ee114.malta Estonians
ee111_ee111.malta Estonians
ee108_ee108.malta Estonians
ee14_ee14.malta Estonians
ee1_ee1.malta Estonians
Est397_Est397.lazaridis-2014 Estonians
a39_a39.malta Estonians
Est394_Est394.lazaridis-2014 Estonians
Est358_Est358.lazaridis-2014 Estonians
Est372_Est372.lazaridis-2014 Estonians
Est375_Est375.lazaridis-2014 Estonians
Est377_Est377.lazaridis-2014 Estonians
Est380_Est380.lazaridis-2014 Estonians
Est391_Est391.lazaridis-2014 Estonians
Est393_Est393.lazaridis-2014 Estonians
Est400_Est400.lazaridis-2014 Estonians
ee53_ee53.malta Estonians
100263_100263.tambets-2018-610 Estonians
100520_100520.tambets-2018-610 Estonians
ee50_ee50.malta Estonians
100258_100258.tambets-2018-610 Estonians
100257_100257.tambets-2018-610 Estonians
100254_100254.tambets-2018-610 Estonians
100253_100253.tambets-2018-610 Estonians
100252_100252.tambets-2018-610 Estonians
100249_100249.tambets-2018-610 Estonians
100248_100248.tambets-2018-610 Estonians
100235_100235.tambets-2018-610 Estonians
100233_100233.tambets-2018-610 Estonians
100259_100259.tambets-2018-610 Estonians
100232_100232.tambets-2018-610 Estonians
100228_100228.tambets-2018-610 Estonians
100218_100218.tambets-2018-610 Estonians
ee78_ee78.slavic Estonians
ee86_ee86.slavic Estonians
ee68_ee68.slavic Estonians
ee72_ee72.slavic Estonians
ee66_ee66.slavic Estonians
ee59_ee59.slavic Estonians
ee45_ee45.malta Estonians
100230_100230.tambets-2018-610 Estonians
100261_100261.tambets-2018-610 Estonians
100243_100243.tambets-2018-610 Estonians
100550_100550.tambets-2018-610 Estonians
400238_400238.tambets-2018-610 Estonians
400237_400237.tambets-2018-610 Estonians
400236_400236.tambets-2018-610 Estonians
400235_400235.tambets-2018-610 Estonians
400221_400221.tambets-2018-610 Estonians
100531_100531.tambets-2018-610 Estonians
400210_400210.tambets-2018-610 Estonians
400209_400209.tambets-2018-610 Estonians
400204_400204.tambets-2018-610 Estonians
100558_100558.tambets-2018-610 Estonians
100557_100557.tambets-2018-610 Estonians
400206_400206.tambets-2018-610 Estonians
400240_400240.tambets-2018-610 Estonians
KAR_092.inner-eurasia Finns
KAR_046.inner-eurasia Finns
KAR_034.inner-eurasia Finns
KAR_030.inner-eurasia Finns
KAR_009.inner-eurasia Finns
KAR_105.inner-eurasia Finns
KAR_110.inner-eurasia Finns
HG00182_HG00182.1kg Finns
HG00181_HG00181.1kg Finns
HG00180_HG00180.1kg Finns
HG00179_HG00179.1kg Finns
HG00178_HG00178.1kg Finns
HG00177_HG00177.1kg Finns
HG00176_HG00176.1kg Finns
KAR_008.inner-eurasia Finns
HG00174_HG00174.1kg Finns
HG00171_HG00171.1kg Finns
KAR_173.inner-eurasia Finns
KAR_167.inner-eurasia Finns
KAR_165.inner-eurasia Finns
KAR_157.inner-eurasia Finns
KAR_131.inner-eurasia Finns
KAR_111.inner-eurasia Finns
HG00173_HG00173.1kg Finns
KAR_005.inner-eurasia Finns
4461875619-R02C01_4461875619-R02C01.russian-genome Finns
4461875510-R01C02_4461875510-R01C02.russian-genome Finns
4461875619-R01C02_4461875619-R01C02.russian-genome Finns
4461875619-R01C01_4461875619-R01C01.russian-genome Finns
4461875606-R02C02_4461875606-R02C02.russian-genome Finns
4461875606-R02C01_4461875606-R02C01.russian-genome Finns
4461875606-R01C02_4461875606-R01C02.russian-genome Finns
4461875606-R01C01_4461875606-R01C01.russian-genome Finns
4461875605-R02C02_4461875605-R02C02.russian-genome Finns
4461875593-R02C02_4461875593-R02C02.russian-genome Finns
4461875593-R02C01_4461875593-R02C01.russian-genome Finns
4461875593-R01C02_4461875593-R01C02.russian-genome Finns
4461875593-R01C01_4461875593-R01C01.russian-genome Finns
4461875510-R01C01_4461875510-R01C01.russian-genome Finns
4461875656-R01C01_4461875656-R01C01.russian-genome Finns
4461875656-R02C01_4461875656-R02C01.russian-genome Finns
4461875656-R02C02_4461875656-R02C02.russian-genome Finns
4461875657-R01C01_4461875657-R01C01.russian-genome Finns
4461875657-R01C02_4461875657-R01C02.russian-genome Finns
4461875657-R02C01_4461875657-R02C01.russian-genome Finns
4461875657-R02C02_4461875657-R02C02.russian-genome Finns
HG00183_HG00183.1kg Finns
4461875619-R02C02_4461875619-R02C02.russian-genome Finns
4461875513-R02C02_4461875513-R02C02.russian-genome Finns
4461875513-R01C02_4461875513-R01C02.russian-genome Finns
4461875510-R02C01_4461875510-R02C01.russian-genome Finns
4461875656-R01C02_4461875656-R01C02.russian-genome Finns
HG00185_HG00185.1kg Finns
HG00343_HG00343.1kg Finns
HG00187_HG00187.1kg Finns
HG00375_HG00375.1kg Finns
HG00376_HG00376.1kg Finns
HG00378_HG00378.1kg Finns
HG00379_HG00379.1kg Finns
HG00380_HG00380.1kg Finns
HG00381_HG00381.1kg Finns
HG00382_HG00382.1kg Finns
HG00383_HG00383.1kg Finns
HG00384_HG00384.1kg Finns
HG00339_HG00339.1kg Finns
HG00338_HG00338.1kg Finns
HG00337_HG00337.1kg Finns
HG00336_HG00336.1kg Finns
HG00335_HG00335.1kg Finns
HG00334_HG00334.1kg Finns
HG00332_HG00332.1kg Finns
HG00331_HG00331.1kg Finns
HG00330_HG00330.1kg Finns
HG00329_HG00329.1kg Finns
HG00373_HG00373.1kg Finns
HG00328_HG00328.1kg Finns
HG00372_HG00372.1kg Finns
HG00369_HG00369.1kg Finns
HG00344_HG00344.1kg Finns
HG00345_HG00345.1kg Finns
HG00346_HG00346.1kg Finns
HG00349_HG00349.1kg Finns
HG00350_HG00350.1kg Finns
HG00351_HG00351.1kg Finns
HG00353_HG00353.1kg Finns
HG00355_HG00355.1kg Finns
HG00356_HG00356.1kg Finns
HG00357_HG00357.1kg Finns
HG00358_HG00358.1kg Finns
HG00360_HG00360.1kg Finns
HG00361_HG00361.1kg Finns
HG00362_HG00362.1kg Finns
HG00364_HG00364.1kg Finns
HG00365_HG00365.1kg Finns
HG00341_HG00341.1kg Finns
HG00367_HG00367.1kg Finns
HG00368_HG00368.1kg Finns
HG00371_HG00371.1kg Finns
HG00327_HG00327.1kg Finns
HG00326_HG00326.1kg Finns
HG00325_HG00325.1kg Finns
HG00276_HG00276.1kg Finns
HG00275_HG00275.1kg Finns
HG00274_HG00274.1kg Finns
HG00273_HG00273.1kg Finns
HG00190_HG00190.lazaridis-2014 Finns
HG00183_HG00183.lazaridis-2014 Finns
HG00182_HG00182.lazaridis-2014 Finns
HG00174_HG00174.lazaridis-2014 Finns
HG00173_HG00173.lazaridis-2014 Finns
HG00171_HG00171.lazaridis-2014 Finns
HG00272_HG00272.1kg Finns
HG00271_HG00271.1kg Finns
HG00269_HG00269.1kg Finns
HG00268_HG00268.1kg Finns
HG00267_HG00267.1kg Finns
HG00266_HG00266.1kg Finns
HG00190_HG00190.1kg Finns
HG00189_HG00189.1kg Finns
HG00188_HG00188.1kg Finns
HG00277_HG00277.1kg Finns
HG00278_HG00278.1kg Finns
HG00280_HG00280.1kg Finns
HG00281_HG00281.1kg Finns
HG00324_HG00324.1kg Finns
HG00323_HG00323.1kg Finns
HG00321_HG00321.1kg Finns
HG00320_HG00320.1kg Finns
HG00319_HG00319.1kg Finns
HG00318_HG00318.1kg Finns
HG00315_HG00315.1kg Finns
HG00313_HG00313.1kg Finns
HG00311_HG00311.1kg Finns
HG00342_HG00342.1kg Finns
HG00266_HG00266.lazaridis-2014 Finns
HG00309_HG00309.1kg Finns
HG00308_HG00308.1kg Finns
HG00306_HG00306.1kg Finns
HG00304_HG00304.1kg Finns
HG00290_HG00290.1kg Finns
HG00288_HG00288.1kg Finns
HG00285_HG00285.1kg Finns
HG00284_HG00284.1kg Finns
HG00282_HG00282.1kg Finns
HG00310_HG00310.1kg Finns
HG00186_HG00186.1kg Finns
HG00366_HG00366.1kg Finns
karelia9_karelia9.turkic Finns
vepsa1_vepsa1.turkic Finns
KAR_067.inner-eurasia Finns
KAR_060.inner-eurasia Finns
KAR_056.inner-eurasia Finns
KAR_050.inner-eurasia Finns
karelia1_karelia1.turkic Finns
karelia10_karelia10.turkic Finns
karelia11_karelia11.turkic Finns
karelia12_karelia12.turkic Finns
karelia13_karelia13.turkic Finns
karelia14_karelia14.turkic Finns
karelia15_karelia15.turkic Finns
karelia2_karelia2.turkic Finns
karelia3_karelia3.turkic Finns
karelia4_karelia4.turkic Finns
karelia5_karelia5.turkic Finns
karelia6_karelia6.turkic Finns
vepsa10_vepsa10.turkic Finns
KAR_193.inner-eurasia Finns
vepsa19_vepsa19.turkic Finns
KAR_087.inner-eurasia Finns
KAR_190.inner-eurasia Finns
KAR_187.inner-eurasia Finns
vepsa64_vepsa64.turkic Finns
vepsa61_vepsa61.turkic Finns
vepsa59_vepsa59.turkic Finns
vepsa50_vepsa50.tambets-2018-660 Finns
Finland97_Finland97.tambets-2018-660 Finns
Finland95_Finland95.tambets-2018-660 Finns
Finland94_Finland94.tambets-2018-660 Finns
Finland87_Finland87.tambets-2018-660 Finns
Finland86_Finland86.tambets-2018-660 Finns
vepsa55_vepsa55.turkic Finns
vepsa46_vepsa46.turkic Finns
vepsa34_vepsa34.turkic Finns
vepsa28_vepsa28.turkic Finns
KAR_184.inner-eurasia Finns
KAR_183.inner-eurasia Finns
vepsa25_vepsa25.turkic Finns
karelia8_karelia8.turkic Finns
karelia7_karelia7.turkic Finns
Finland76_Finland76.tambets-2018-660 Finns
Finland78_Finland78.tambets-2018-660 Finns
Finland84_Finland84.tambets-2018-660 Finns
Finland67_Finland67.tambets-2018-660 Finns
Finland65_Finland65.tambets-2018-660 Finns
Finland119_Finland119.tambets-2018-660 Finns
Finland118_Finland118.tambets-2018-660 Finns
Finland117_Finland117.tambets-2018-660 Finns
Finland111_Finland111.tambets-2018-660 Finns
Finland109_Finland109.tambets-2018-660 Finns
Finland106_Finland106.tambets-2018-660 Finns
Finland101_Finland101.tambets-2018-660 Finns
Finland69_Finland69.tambets-2018-660 Finns
Finland74_Finland74.tambets-2018-660 Finns
HGDP00512_HGDP00512.hgdp French
HGDP00513_HGDP00513.hgdp French
HGDP00514_HGDP00514.hgdp French
HGDP00515_HGDP00515.hgdp French
HGDP00516_HGDP00516.hgdp French
HGDP00517_HGDP00517.hgdp French
HGDP00518_HGDP00518.hgdp French
HGDP00519_HGDP00519.hgdp French
HGDP00520_HGDP00520.hgdp French
HGDP00521_HGDP00521.hgdp French
HGDP00538_HGDP00538.hgdp French
HGDP00511_HGDP00511.hgdp French
HGDP00537_HGDP00537.hgdp French
HGDP00536_HGDP00536.hgdp French
HGDP00535_HGDP00535.hgdp French
HGDP00534_HGDP00534.hgdp French
HGDP00533_HGDP00533.hgdp French
HGDP00532_HGDP00532.hgdp French
HGDP00531_HGDP00531.hgdp French
HGDP00530_HGDP00530.hgdp French
HGDP00539_HGDP00539.hgdp French
HGDP00529_HGDP00529.hgdp French
HGDP00527_HGDP00527.hgdp French
HGDP00526_HGDP00526.hgdp French
HGDP00525_HGDP00525.hgdp French
French24400_French24400.lazaridis-2016 French
French24381_French24381.lazaridis-2016 French
French24247_French24247.lazaridis-2016 French
French24120_French24120.lazaridis-2016 French
HGDP00524_HGDP00524.hgdp French
HGDP00528_HGDP00528.hgdp French
HGDP00522_HGDP00522.hgdp French
HGDP00523_HGDP00523.hgdp French
French23989_French23989.lazaridis-2016 French
French24124_French24124.lazaridis-2016 French
French24118_French24118.lazaridis-2016 French
French24076_French24076.lazaridis-2016 French
French24075_French24075.lazaridis-2016 French
French23919_French23919.lazaridis-2016 French
SouthFrench4018_SouthFrench4018.lazaridis-2014 French
French24178_French24178.lazaridis-2016 French
French24433_French24433.lazaridis-2016 French
French24434_French24434.lazaridis-2016 French
French24437_French24437.lazaridis-2016 French
French24090_French24090.lazaridis-2016 French
French24061_French24061.lazaridis-2016 French
French23833_French23833.lazaridis-2016 French
French24148_French24148.lazaridis-2016 French
French23830_French23830.lazaridis-2016 French
French25068_French25068.lazaridis-2016 French
SouthFrench1323_SouthFrench1323.lazaridis-2014 French
SouthFrench3068_SouthFrench3068.lazaridis-2014 French
French23814_French23814.lazaridis-2016 French
French23821_French23821.lazaridis-2016 French
French23862_French23862.lazaridis-2016 French
French23915_French23915.lazaridis-2016 French
French23812_French23812.lazaridis-2016 French
French24144_French24144.lazaridis-2016 French
SouthFrench3947_SouthFrench3947.lazaridis-2014 French
SouthFrench3951_SouthFrench3951.lazaridis-2014 French
French24408_French24408.lazaridis-2016 French
French24690_French24690.lazaridis-2016 French
French24817_French24817.lazaridis-2016 French
SouthFrench3326_SouthFrench3326.lazaridis-2014 French
SouthFrench1112_SouthFrench1112.lazaridis-2014 French
GAG_183.inner-eurasia Gagauz
gagauz23_gagauz23.turkic Gagauz
GAG_187.inner-eurasia Gagauz
GAG_226.inner-eurasia Gagauz
GAG_188.inner-eurasia Gagauz
GAG_215.inner-eurasia Gagauz
GAG_196.inner-eurasia Gagauz
GAG_221.inner-eurasia Gagauz
Gagauz10_Gagauz10.tambets-2018-660 Gagauz
gagauz8_gagauz8.turkic Gagauz
gagauz7_gagauz7.turkic Gagauz
gagauz5_gagauz5.turkic Gagauz
Gagauz4_Gagauz4.turkic Gagauz
gagauz3_gagauz3.turkic Gagauz
gagauz25_gagauz25.turkic Gagauz
gagauz24_gagauz24.turkic Gagauz
Gagauz22_Gagauz22.turkic Gagauz
gagauz20_gagauz20.turkic Gagauz
GAG_189.inner-eurasia Gagauz
Gagauz18_Gagauz18.turkic Gagauz
GAG_220.inner-eurasia Gagauz
gagauz14_gagauz14.turkic Gagauz
GEO75-georgia-imer_GEO75-georgia-imer.khazar Georgians
GEO71-georgian-imer_GEO71-georgian-imer.khazar Georgians
GEO73-georgian-imer_GEO73-georgian-imer.khazar Georgians
GEO51-georgian-imer_GEO51-georgian-imer.khazar Georgians
GEO_015.inner-eurasia Georgians
GEO_020.inner-eurasia Georgians
GEO_028.inner-eurasia Georgians
GEO_031.inner-eurasia Georgians
GEO_039.inner-eurasia Georgians
GEO_051.inner-eurasia Georgians
GEO_061.inner-eurasia Georgians
GEO_082.inner-eurasia Georgians
GEO_001.inner-eurasia Georgians
GEO_032.inner-eurasia Georgians
GEO38-georgian-imer_GEO38-georgian-imer.khazar Georgians
mg34_mg34.jew Georgians
GEO19-georgian-laz_GEO19-georgian-laz.khazar Georgians
mg22_mg22.lazaridis-2014 Georgians
mg72_mg72.jew Georgians
mg70_mg70.jew Georgians
mg68_mg68.jew Georgians
mg65_mg65.jew Georgians
mg64_mg64.jew Georgians
mg62_mg62.jew Georgians
mg61_mg61.jew Georgians
mg54_mg54.jew Georgians
mg51_mg51.jew Georgians
mg5_mg5.jew Georgians
mg49_mg49.jew Georgians
mg47_mg47.jew Georgians
mg43_mg43.jew Georgians
mg40_mg40.jew Georgians
mg31_mg31.jew Georgians
mg27_mg27.jew Georgians
mg23_mg23.jew Georgians
mg22_mg22.jew Georgians
mg20_mg20.jew Georgians
GEO1-georgian-laz_GEO1-georgian-laz.khazar Georgians
GEO7-georgian-laz_GEO7-georgian-laz.khazar Georgians
GEO10-georgian-laz_GEO10-georgian-laz.khazar Georgians
GEO28-georgian-laz_GEO28-georgian-laz.khazar Georgians
